content_traduzido,spacy_lemma,sentiment,sentiment_predicted
"otimas opcoes compra variedade preco nunca grandes problemas compras feitas app sendo apenas vez problemas compra pois produto veio nao imagem menos h recebi reembolso claro acredite pode melhorar ainda interface organizacao geral dentro plataforma contar vezes trava bastante nao problema aparelho particularmente gosto bastante cupons descontos dao","['otima', 'opcoes', 'compra', 'variedade', 'preco', 'nunca', 'grande', 'problema', 'compra', 'fazer', 'app', 'apenas', 'vez', 'problema', 'compra', 'vir', 'imagem', 'menos', 'recebi', 'reembolso', 'claro', 'acreditar', 'poder', 'melhorar', 'ainda', 'interface', 'geral', 'dentro', 'plataforma', 'contar', 'vez', 'trar', 'bastante', 'nao', 'problema', 'aparelho', 'particularmente', 'gostar', 'bastante', 'cupons', 'desconto']","sadness","happiness"
"antigamente entregas demoravam pouco chegavam agora entrega rapida recebe nao comprador voltem pros correios demora pouco porem recebo transportadoras estao entregando enderecos errados vezes vizinhos voce sequer conhece ponto excluir conta shopee ja bom nao imagina governo colocar taxas deve ficar pior porque ai vai preco alto servico ruim","['antigamente', 'entrega', 'demorar', 'pouco', 'chegar', 'agora', 'entrega', 'rapir', 'receber', 'comprador', 'voltar', 'pro', 'Correios', 'pouco', 'por', 'recebo', 'transportadora', 'estao', 'entregar', 'endereco', 'errar', 'vez', 'vizinho', 'voce', 'sequer', 'conhecer', 'ponto', 'excluir', 'conta', 'shopee', 'bom', 'nao', 'imaginar', 'governo', 'colocar', 'taxa', 'dever', 'ficar', 'pior', 'preco', 'alto', 'servico', 'ruim']","disgust","disgust"
"aplicativo bom ja ruim travava ainda trava pouco vezes demora pra carregar itens selecionados fotos conforme atualizacoes melhorado bastante ultimas experiencias sido boas aspecto geral equipe shopee sempre atenciosa todas aspectos sempre trabalhando melhorias","['aplicativo', 'bom', 'ruim', 'travar', 'ainda', 'trar', 'pouco', 'vez', 'demora', 'carregar', 'item', 'selecionar', 'foto', 'conforme', 'atualizacoes', 'melhorar', 'bastante', 'ultima', 'experiencio', 'bom', 'aspecto', 'geral', 'equipe', 'shopee', 'sempre', 'atencioso', 'aspecto', 'sempre', 'trabalhar', 'melhoria']","sadness","happiness"
"app melhores questao comprar chance nao vir produto danificado ate trocado nunca aconteceu nao vir trocado ja veio defeitos salva shopee sao promocoes incriveis assim preco produtos voce procura algo livros itens esportivos roupa outros aqui valor agradavel quiser barato espere promocoes sempre junto cupom frete gratis pode melhorar ta top","['app', 'bom', 'questao', 'comprar', 'chance', 'vir', 'produto', 'danificar', 'trocado', 'nunca', 'acontecer', 'vir', 'trocar', 'vir', 'defeito', 'shopee', 'promocoes', 'incrivel', 'assim', 'preco', 'produto', 'voce', 'procurar', 'livro', 'item', 'esportivo', 'roupar', 'aqui', 'valor', 'agradavel', 'querer', 'barato', 'esperar', 'promocoes', 'sempre', 'junto', 'cupom', 'frete', 'gratis', 'poder', 'melhorar', 'top']","sadness","happiness"
"facil comprar muitos cupons alguns quesitos melhorar relacao trocas pois vendedores agem ma fe enviando produtos diferentes pedidos faltando itens grande parte situacoes barato nao compensa dor cabeca troca reembolso poderiam punidos nao poder vender app","['facil', 'comprar', 'cupons', 'quesito', 'melhorar', 'troco', 'pois', 'vendedor', 'agem', 'fe', 'enviar', 'produto', 'diferente', 'pedido', 'faltar', 'item', 'grande', 'parte', 'situacoes', 'barato', 'compensar', 'dor', 'cabeca', 'troca', 'reembolso', 'poder', 'punir', 'poder', 'vender', 'app']","anger","disgust"
"otimo app otimos precos parabens nao conseguindo realizar compras ja tempo app abre seguida vem mensagem erro tentar novamente tarde ja fiz todas tentativas limpar cache dados desinstalar reiniciar atualizar aparelho app msm assim n consegui pena q acredito q muitos igual mim tendo problema shopee q fica perdendo vendas ja realizando compras outros apps","['otimo', 'app', 'otimo', 'preco', 'parabem', 'conseguir', 'realizar', 'compra', 'tempo', 'app', 'abrir', 'seguida', 'vir', 'mensagem', 'erro', 'tentar', 'novamente', 'tarde', 'fiz', 'tentativa', 'limpar', 'cache', 'dado', 'reiniciar', 'atualizar', 'aparelho', 'msm', 'assim', 'pena', 'acreditar', 'igual', 'ter', 'problema', 'shopee', 'ficar', 'perder', 'venda', 'realizar', 'compra', 'apps']","disgust","erro"
"shopee tudo bom perfeito pra encontrar tudo voce imaginar infinidade opcoes pra escolher produto vc quer preco conta lojas fisicas alem tudo seguro suporte otimo caso precise reembolso atualizacao sobre compra apesar rastreio alguns produtos demorar pra atualizar principalmente importado simplesmente viciada k","['shopee', 'bom', 'perfeito', 'encontrar', 'voce', 'imaginar', 'infinidade', 'opcoes', 'escolher', 'produto', 'querer', 'preco', 'contar', 'loja', 'fisico', 'aler', 'seguro', 'suporte', 'otimo', 'caso', 'precise', 'reembolso', 'atualizacao', 'compra', 'apesar', 'rastreio', 'produto', 'demorar', 'atualizar', 'principalmente', 'importar', 'simplesmente', 'viciar']","happiness","happiness"
"aplicativo bom bem intuitivo facil usar nao otimizacao tempo desempenho cai trava tudo relacao produtos nota sempre chegaram perfeito estado procuro basear notas comentarios faz bastante diferenca hora escolher comprar tendo vista existem diversos vendedores comercializando praticamente mesmos produtos","['aplicativo', 'bom', 'bem', 'intuitivo', 'facil', 'usar', 'otimizacao', 'tempo', 'desempenho', 'cair', 'trar', 'relacao', 'produto', 'nota', 'sempre', 'chegar', 'perfeito', 'estado', 'procuro', 'basear', 'nota', 'comentario', 'fazer', 'bastante', 'diferenca', 'hora', 'escolher', 'comprar', 'ver', 'existir', 'vendedor', 'comercializar', 'praticamente', 'mesmo', 'produto']","sadness","happiness"
"app bem razoavel bons precos mercadorias faceis achar porem voce faz compras acaba cancelado pedido motivo forma automatica sistema autorizacao tambem existem empresas sao golpes fazem atrasar pedido procurar outro produto nao interessado obs cautela pois demoram vir mercadoria mes demorado","['app', 'bem', 'razoavel', 'bom', 'preco', 'mercadoria', 'facel', 'achar', 'por', 'voce', 'fazer', 'compra', 'acabar', 'cancelar', 'pedir', 'motivo', 'forma', 'automatica', 'sistema', 'autorizacao', 'tambem', 'existir', 'empresa', 'sao', 'golpe', 'fazer', 'atrasar', 'pedir', 'procurar', 'produto', 'interessar', 'obs', 'cautela', 'pois', 'demor', 'vir', 'mercadorio', 'demorar']","disgust","disgust"
"geral bom entretanto suporte consumidor sac shopee deixa desejar alguma ocasioes problemas pagamento cartao credito fiquei meses conseguir comprar meio pagamento sendo operadora cartao credito tudo ok outro ponto melhorado supervisao shopee atendimento alguns vendedores demora respostas bem questoes relativas produto devolucao troca reembolso","['geral', 'bom', 'suporte', 'Consumidor', 'shopee', 'deixar', 'desejar', 'ocasioes', 'problema', 'pagamento', 'cartao', 'fiquei', 'mês', 'conseguir', 'comprar', 'meio', 'pagamento', 'operadora', 'cartao', 'credito', 'ponto', 'melhorar', 'shopee', 'atendimento', 'vendedor', 'resposta', 'bem', 'questoes', 'relativo', 'produto', 'devolucaor', 'troca', 'reembolso']","disgust","disgust"
"app bom varias promocoes descontos cupons etc pedidos demoram tipo semana percurso leva dias maximo outras lojas serem enviados entregues principalmente sao enviados shopee xpress entrega padrao frete barato compensacao tempo espera maior","['app', 'bom', 'varia', 'promocoes', 'desconto', 'cupons', 'etc', 'pedido', 'demorar', 'tipo', 'semana', 'percurso', 'levar', 'dia', 'maximo', 'loja', 'enviar', 'entregar', 'principalmente', 'sao', 'enviar', 'shopee', 'entregar', 'padrao', 'frete', 'barato', 'compensacao', 'tempo', 'esperar', 'grande']","disgust","disgust"
"app desse porte faz clientes ja pesquisei internet ja fiz tudo pra conseguir realizar pagamento cartao credito sempre aparece mensagem pra tentar novamente encerro aqui uso nesse app concorrencia agradece vi milhares relatos iguais entao falta competencia generalizada","['app', 'porte', 'fazer', 'cliente', 'fiz', 'conseguir', 'realizar', 'pagamento', 'cartao', 'credito', 'sempre', 'aparecer', 'mensagem', 'tentar', 'novamente', 'encerro', 'aqui', 'uso', 'concorrencia', 'agradecer', 'ver', 'milhar', 'relato', 'igual', 'entao', 'falta', 'competencia', 'generalizar']","anger","erro"
"app proporciona otimos precos promocoes cupons compra diversos produtos facilidade troca algo nao entregue conforme expectativas excelente parabens toda equipe shopee deixei outros apps compra online lado agora so fico voces navegacao facil opcao videos recebidos nao igual","['app', 'proporcionar', 'otimo', 'preco', 'promocoes', 'cupons', 'compra', 'diverso', 'produto', 'facilidade', 'trocar', 'entregar', 'expectativa', 'excelente', 'parabem', 'equipe', 'shopee', 'deixeir', 'apps', 'compra', 'onlinar', 'lado', 'agora', 'fico', 'voce', 'facil', 'opcao', 'video', 'receber', 'igual']","happiness","happiness"
"shopee bom antigamente parcelamento ficou ruim max vezes juros nao ganhei moedas faco compras frete gratis somente compras acima reais enfim ja bom voce faz compra vendedor programa envio mes compra shopee diz certo","['shopee', 'bom', 'antigamente', 'parcelamento', 'ficar', 'ruim', 'max', 'vez', 'juro', 'moeda', 'faco', 'compra', 'frete', 'somente', 'compra', 'acima', 'real', 'enfim', 'bom', 'voce', 'fazer', 'compra', 'vendedor', 'programa', 'envio', 'compra', 'shopee', 'dizer', 'certo']","anger","disgust"
"sendo bem breve pontos positivos shoppe variedade produtos melhores sites nesta questao pontos negativos transparencia preco fretes marcando coisa pagina principal vai carrinho compra outro valor acontece site chines tambem aliexpress desanima dei nota porque acredito podem melhorar","['bem', 'breve', 'ponto', 'positivo', 'shoppe', 'produto', 'bom', 'site', 'questao', 'ponto', 'negativo', 'transparencia', 'preco', 'frete', 'marcar', 'coisa', 'pagino', 'principal', 'carrinho', 'comprar', 'valor', 'acontecer', 'site', 'chine', 'tamber', 'aliexpress', 'dar', 'nota', 'acreditar', 'poder', 'melhorar']","sadness","neutral"
"nao consegue ver fotos voce clica nelas fica rodando fotos nao aparecem so ver primeira foto aplicativo sendo assim fica impossibilitado ver melhores posicoes objeto comprado","['nao', 'conseguir', 'ver', 'foto', 'voce', 'clico', 'ficar', 'rodar', 'foto', 'aparecer', 'ver', 'primeiro', 'foto', 'aplicativo', 'ser', 'assim', 'ficar', 'impossibilitar', 'ver', 'bom', 'posicoes', 'objeto', 'comprar']","disgust","disgust"
"otimos produtos qualidade variedade precos entrega prazo aplicativo bom vale pena cadastrado shoppe cupons desconto frete gratis promocoes maravilhosas super recomendo","['otimo', 'produto', 'qualidade', 'variedade', 'precos', 'entregar', 'prazo', 'aplicativo', 'bom', 'valer', 'pena', 'cadastrar', 'shoppe', 'cupons', 'desconto', 'frete', 'gratis', 'promocoes', 'maravilhosa', 'super', 'recomer']","happiness","happiness"
"aplicativo muitas variedades produtos preco bem acessivel varios cupons frete gratis porem ultimamente compras internacionais gente q pagando taxa importacao oque desanimado bastante","['aplicativo', 'variedade', 'produto', 'preco', 'bem', 'acessivel', 'vario', 'cupons', 'frete', 'gratis', 'por', 'ultimamente', 'compra', 'internacional', 'gente', 'pagar', 'taxa', 'importacao', 'desanimar', 'bastante']","sadness","sadness"
"compro sempre nunca problemas realizei compra internacional valor r quatro reais querem pague taxa importacao correios entrei contato via site correios informam valor nao taxado agora app nao solucionou","['compro', 'sempre', 'nunca', 'problema', 'realizeir', 'compra', 'internacional', 'valor', 'real', 'querer', 'paguir', 'taxa', 'importacao', 'entrar', 'contato', 'ver', 'site', 'correio', 'informar', 'valor', 'taxar', 'agora', 'app', 'solucionar']","sadness","anger"
"facil manuseio aplicativo bom comprar porem reembolso atendimento cliente pessimo fiz compra dia loja nao respondia fiz cancelamento dia deram prazo ate dia reembolsar ja nada ja faz dias loja nao fica online preciso dinheiro atendimento shoppe nao serve nada atendente decepcao","['facil', 'manuseio', 'aplicativo', 'bom', 'comprar', 'por', 'reembolso', 'atendimento', 'cliente', 'pessimo', 'fiz', 'compra', 'dia', 'loja', 'responder', 'fiz', 'cancelamento', 'dia', 'dar', 'prazo', 'dia', 'reembolsar', 'fazer', 'dia', 'loja', 'ficar', 'online', 'preciso', 'dinheiro', 'shoppe', 'servir', 'atendente', 'decepcao']","anger","disgust"
"tambem ja informei shopee comprei aparelho carro china usado dizia perfeito funcionamento tudo testado etc veio sucata forma radio entrada so usb enferrujado nao funciona pendrive mandei varias mensagens shopee emails ja faz mes shopee nao responde direito consumidor ate dias nao respostas vencendo cancaso videos provando enificacia radio","['tamber', 'informei', 'shopee', 'comprei', 'aparelho', 'carro', 'china', 'usar', 'dizer', 'perfeito', 'funcionamento', 'testar', 'etc', 'vir', 'sucatar', 'forma', 'radio', 'entrada', 'enferrujar', 'funcionar', 'pendrive', 'mandar', 'vario', 'mensagem', 'shopee', 'emailsr', 'ja', 'fazer', 'mes', 'shopee', 'responde', 'direito', 'consumidor', 'dia', 'nao', 'resposta', 'vencer', 'cancaso', 'video', 'provar', 'enificacia', 'radio']","anger","anger"
"compro bastante tempo nunca problemas entregas ok produtos problema geram reembolso estresse otimo atendimento claro lojas deixaram desejar algum quesito geral reclamacoes otimos espero continuem assim","['compro', 'tempo', 'nunca', 'problema', 'entrega', 'produto', 'problema', 'gerar', 'reembolso', 'estrer', 'otimo', 'atendimento', 'claro', 'loja', 'deixar', 'desejar', 'quesito', 'geral', 'reclamacoes', 'otimos', 'esperar', 'continuar', 'assim']","happiness","happiness"
"facil usar precos sao bons so gostaria prazo entrega menor vendedores respondessem sos questionamentos chat acho importante manter perguntas respostas visiveis pars todos possam sanar duvidas vale pena","['facil', 'usar', 'preco', 'sao', 'bom', 'gostar', 'prazo', 'entregar', 'pequeno', 'vendedor', 'responder', 'questionamentos', 'chat', 'achar', 'importante', 'manter', 'pergunta', 'resposta', 'visivel', 'poder', 'sanar', 'duvir', 'valer', 'pena']","sadness","neutral"
"melhor loja online compro tudo organizado ja veio itens errado creio nao culta empresa sim terceiros caso devolucao deu super certo postei produto dia valor devolvido mim nao queixas sobre shopee sempre compro medo","['bom', 'loja', 'onlinar', 'compro', 'organizar', 'vir', 'item', 'errar', 'crer', 'culto', 'empresa', 'sim', 'terceiro', 'devolucao', 'dar', 'super', 'certo', 'postar', 'produto', 'dia', 'valor', 'devolver', 'queixa', 'shopee', 'sempre', 'compro', 'medo']","happiness","fear"
"demorei pra usar agora uso frequencia hehehe melhorar funcionalidade poderia ter botao selecionasse notificacoes gente pudesse excluir gente acostuma app parece bom","['demor', 'usar', 'agora', 'uso', 'frequencia', 'hehehe', 'melhorar', 'funcionalidade', 'poder', 'ter', 'botao', 'selecionar', 'notificacoes', 'gente', 'poder', 'excluir', 'acostumar', 'app', 'parecer', 'bom']","happiness","happiness"
"excelente site comprar melhor outros aplicativos porem frete nao grates todos produtos dao desconto valor frete assim pagar assim so compro shopee menos neste nao passa quase meses chegar produto nao deu certo preocupem facilitam troca tambem devolucao dinheiro podem comprar medo confiar","['excelente', 'site', 'comprar', 'bom', 'aplicativo', 'por', 'frete', 'grate', 'produto', 'desconto', 'valor', 'frete', 'assim', 'pagar', 'assim', 'compro', 'shopee', 'menos', 'passar', 'quase', 'mês', 'chegar', 'produto', 'dar', 'preocupem', 'facilitar', 'troca', 'tamber', 'dinheiro', 'poder', 'comprar', 'medo', 'confiar']","happiness","disgust"
"plataforma boa opcao verificar resenhas todos produtos manter interacao vendedores pena app trava tambem poderiam melhorar opcoes navegacao exemplo retornar pagina inicial forma facil","['plataforma', 'bom', 'opcao', 'verificar', 'resenha', 'produto', 'manter', 'interacao', 'vendedor', 'penar', 'trar', 'tambem', 'poder', 'melhorar', 'navegacao', 'exemplo', 'retornar', 'pagina', 'inicial', 'forma', 'facil']","sadness","neutral"
"ta pessimo so quero excluir dados cartao app nao opcao alias configuracoes cartao nao ha nada cadastrado finalizar eventual compra dados cartao aparecem quero excluir ninguem resolve ja falei varios atendentes ouvidora ninguem resolve coisa tao simples excluir dados ate vao apenas orientar esvaziar cache reinstalar app ja fiz mil vezes","['pessimo', 'so', 'querer', 'excluir', 'dado', 'cartao', 'app', 'alio', 'Configuracoes', 'cartao', 'ha', 'nada', 'cadastrar', 'finalizar', 'eventual', 'compra', 'dar', 'cartao', 'aparecer', 'querer', 'excluir', 'resolver', 'falar', 'vario', 'atendente', 'ouvidorar', 'resolver', 'coisa', 'tao', 'simples', 'excluir', 'dado', 'vao', 'apenas', 'orientar', 'esvaziar', 'cache', 'reinstalar', 'app', 'fiz', 'vez']","anger","anger"
"atendimento pessimo pessoal despreparado nao competencia resolver problemas melhor voltar mercadolivre indico bem melhor aqui chopee nao atencao clientes nao suporte contar app ruim fazem dois dias querendo fazer compra chat resolve nada incompetentes vamos mercado livre maos aplaudindo","['atendimento', 'pessimo', 'pessoal', 'despreparar', 'competencia', 'resolver', 'problema', 'melhor', 'voltar', 'mercadolivre', 'indico', 'bem', 'bom', 'aqui', 'atencao', 'cliente', 'suporte', 'contar', 'app', 'ruim', 'fazer', 'dia', 'querer', 'fazer', 'compra', 'chat', 'resolver', 'incompetente', 'mercado', 'livre', 'mao', 'aplaudir']","anger","anger"
"bom sempre peco produtos shopee recomendo ate porem ultimos meses shopee sendo relexa produtos mandando qualquer jeito algumas marcas vindo produtos data prevista antes chegavam antes data prevista ate data prevista vinham perfeitos nao danificou produto porem produto veio uns dias parou funcionar triste espero vejam empatia consumidor tudo serem sucesso","['bom', 'sempre', 'pecar', 'produto', 'shopee', 'recomendo', 'por', 'ultimos', 'mês', 'shopee', 'relexo', 'produto', 'mandar', 'jeito', 'marca', 'vir', 'produto', 'datar', 'prever', 'antes', 'chegar', 'antes', 'data', 'prever', 'data', 'prever', 'perfeito', 'danificar', 'produto', 'por', 'produto', 'vir', 'dia', 'parar', 'funcionar', 'esperar', 'vejar', 'empatia', 'consumidor', 'sucesso']","disgust","sadness"
"shopee precisa rigida relacao envios porque loja nao envia produto cliente sai prejuizo prazo possibilidade resolucao problema longo entao cliente sai prejudicado pois pedido nao chega shopee nao resolve imediato cliente compra produto outra loja compro shopee frustrada rosto confuso rosto descontente rosto soltando vapor nariz","['shopee', 'precisar', 'rigida', 'envio', 'loja', 'enviar', 'produto', 'cliente', 'sair', 'prejuizo', 'prazo', 'possibilidade', 'resolucao', 'problema', 'longo', 'entao', 'cliente', 'sair', 'prejudicar', 'pedir', 'chegar', 'shopee', 'nao', 'resolver', 'imediato', 'cliente', 'comprar', 'loja', 'compro', 'shopee', 'frustrar', 'rosto', 'confuso', 'ror', 'descontente', 'rosto', 'soltar', 'vapor', 'nariz']","anger","disgust"
"app literalmente perfeito itens baratos acessiveis muitas opcoes agora oque incomoda bugs tambem trava demais nao sei so celular acho nao so nao dou estrelas","['appr', 'literalmente', 'perfeito', 'item', 'barato', 'acessivei', 'opcoes', 'agora', 'oque', 'incomodar', 'bugs', 'tambem', 'trar', 'demais', 'saber', 'so', 'celular', 'achar', 'dou', 'estrela']","sadness","disgust"
"bom porem precisa melhorar entrega anuncios clareza pois anunciam valor outro nao mal negocio usar exemplos outras plantaformas mercado livre anuncios criterios clareza fazendo alem nao confundir clientes nao vao induzi los erro produtos pedidos","['bom', 'por', 'precisar', 'melhorar', 'entrega', 'anuncio', 'clarezar', 'anunciar', 'valor', 'nao', 'mal', 'negocio', 'usar', 'exemplo', 'plantaforma', 'mercado', 'livre', 'anuncio', 'criterio', 'clarezar', 'fazer', 'aler', 'confundir', 'cliente', 'nao', 'vao', 'induzi', 'erro', 'produto', 'pedido']","disgust","disgust"
"gosto shopee tudo otimos precos incomoda prazos incerto caso vc vai compra olha prazo coisa compra outra ja deixei comprar longo tbm prazos entrega","['gostar', 'shopee', 'otimo', 'preco', 'incomoda', 'prazo', 'incerto', 'compra', 'olhar', 'prazo', 'coisa', 'compra', 'deixeir', 'comprar', 'longo', 'prazo', 'entregar']","sadness","disgust"
"desgraca app parece cada vez piora versao celular horrivel vendedor nao pra gerar etiqueta produto nao acha fotos produto galeria estragou taxa resposta pq diz mensagem nao lida nenhuma so passo nervoso pra piorar diz conta ta inativa ha sei la quantos meses sendo ja postei exclui produto respondi cliente so uso pq consigo falar cheio bug toda semana inativa c","['desgracar', 'app', 'parecer', 'vez', 'piora', 'versao', 'celular', 'horrivel', 'vendedor', 'nao', 'gerar', 'etiqueta', 'produto', 'nao', 'achar', 'foto', 'produto', 'galer', 'estragar', 'taxa', 'resposto', 'dizer', 'mensagem', 'ler', 'passo', 'nervoso', 'piorar', 'dizer', 'conta', 'inativo', 'ha', 'saber', 'mês', 'postar', 'excluir', 'respondi', 'cliente', 'uso', 'consigo', 'falar', 'cheio', 'semana', 'inativo']","anger","anger"
"otimo aplicativo muitas ofertas otimos precos produtos excelentes so acho demora fazer reembolso compra cancelada agora ja bem melhor inclusive entregas estao rapidas","['otimo', 'aplicativo', 'oferta', 'otimo', 'preco', 'produto', 'excelente', 'achar', 'demora', 'fazer', 'reembolso', 'compra', 'cancelar', 'agora', 'bem', 'bom', 'inclusive', 'entrega', 'estao', 'rapir']","happiness","happiness"
"aplicativo lento pagamento dificil demorado processar processa cobra duas vezes seguidas solicitar reembolso nao possivel falar ninguem dividem varias faturas estorno absurdo inexistente total falta respeito descontos frete gratis nao sao veridicos ja aplicar cupom final compra apenas diminui valor","['aplicativo', 'lento', 'pagamento', 'dificil', 'demorar', 'processar', 'processar', 'cobra', 'vez', 'seguir', 'solicitar', 'reembolso', 'possivel', 'falar', 'ninguem', 'dividir', 'vario', 'faturo', 'estorno', 'absurdo', 'inexistente', 'total', 'faltar', 'respeito', 'desconto', 'frete', 'Gratis', 'naoer', 'veridico', 'aplicar', 'cupom', 'final', 'compra', 'apenas', 'diminuir', 'valor']","anger","erro"
"nova aqui gostado organizado facil navegar plataforma otimos precos promocoes legais produtos frete so ficar ligado lojas avaliar desempenho verificar pontuacao vendedor comentarios sobre produtos so melhorou avaliacao excelente comprar precos competitivos bons fala frete","['novo', 'aqui', 'gostar', 'organizar', 'facil', 'navegar', 'plataforma', 'otimos', 'preco', 'promocoes', 'legal', 'produto', 'ficar', 'ligar', 'loja', 'avaliar', 'desempenho', 'verificar', 'pontuacao', 'vendedor', 'comentario', 'produto', 'melhorar', 'avaliacao', 'excelente', 'comprar', 'preco', 'competitivo', 'bom', 'falar', 'frete']","happiness","happiness"
"setores bem definidos app bem valores questoes frete notas dadas lojas bem avaliacoes consumidores promocoes constantes formas pagamento diversificadas ate momento nao problema algum shopee somente elogios","['setor', 'bem', 'definir', 'app', 'bem', 'valor', 'frete', 'nota', 'dar', 'loja', 'bem', 'consumidor', 'promocoes', 'constante', 'forma', 'pagamento', 'diversificar', 'momento', 'nao', 'problema', 'shopee', 'somente', 'elogio']","happiness","happiness"
"tava gostando agora nao pois entregadores nao querem entregar escadaria estao cancelando produtos ja aqui recife agente pedir cancelamento nao compro produtos china pq agora taxa extra pra pagar falta organizacao entregadores lojas pra tarem cancelando agente pedir","['tar', 'gostar', 'agora', 'pois', 'entregador', 'querer', 'entregar', 'escadaria', 'estao', 'cancelar', 'produto', 'aqui', 'recife', 'agente', 'pedir', 'cancelamento', 'nao', 'compro', 'produto', 'agora', 'taxa', 'extra', 'pagar', 'falta', 'organizacao', 'entregador', 'loja', 'tar', 'cancelar', 'agente', 'pedir']","disgust","disgust"
"otimo app compra melhor neste ramo tanto compras nacionais quanto internacionais unico problema correios brasil demoram consomem pacotes correios pior transportadora disparado shoppe express nao decepciona decepciona resolvem rapido suporte consumidor excelente","['otimo', 'compra', 'bom', 'ramo', 'tanto', 'compra', 'nacional', 'quanto', 'internacional', 'unico', 'problema', 'Correios', 'demor', 'consumir', 'pacote', 'correio', 'mau', 'transportadora', 'disparar', 'decepcionar', 'decepcionar', 'resolver', 'rapir', 'suporte', 'consumidor', 'excelente']","sadness","neutral"
"gosto pq compras sao seguras qualquer problema so pedir reembolso feito menos h tambem gosto pessoas sao incentivadas avaliar entao tudo vc interesse ja alguma compra tera avaliacoes fotos videos pra ter muita nocao produto","['gostar', 'compra', 'sao', 'seguro', 'problema', 'pedir', 'reembolso', 'fazer', 'menos', 'tambem', 'gostar', 'pessoa', 'incentivar', 'avaliar', 'entao', 'interesse', 'compra', 'tera', 'avaliacoe', 'foto', 'video', 'ter', 'nocao', 'produto']","happiness","happiness"
"acontecendo atualmente sendo ridiculo ha algumas horas antes app simplesmente parou ver produtos minigames tbm nao importa aonde clique so fica carregando","['acontecer', 'atualmente', 'ridicular', 'ha', 'hora', 'antes', 'app', 'simplesmente', 'parar', 'ver', 'produto', 'minigame', 'importa', 'aonde', 'clique', 'ficar', 'carregar']","anger","erro"
"problema ja resolvido nota","['problema', 'resolver', 'nota']","happiness","happiness"
"adorei aplicativo coisas varias variedades estilos tudo coisas vem super rapido super rapido entregas algumas demorem algumas coisas vem china shopee varias informacoes sobre intrega ainda varios jogos divertir ganhar cupom frete gratis ainda primeira compra voce cupom frete gratis nota maxima","['adorar', 'aplicativo', 'coisa', 'vario', 'variedade', 'estilo', 'coisa', 'vir', 'super', 'rapir', 'super', 'rapir', 'entrega', 'demor', 'coisa', 'vir', 'China', 'shopee', 'varia', 'informacoes', 'intrega', 'ainda', 'vario', 'jogo', 'divertir', 'ganhar', 'cupom', 'frete', 'gratis', 'ainda', 'primeiro', 'compra', 'voce', 'cupom', 'frete', 'gratis', 'nota', 'maximo']","happiness","happiness"
"deixa desejar assistencia opcoes reembolso nao sao completas fiz pedido itens so chegou solicitei reembolso pedido faltou shopee pediu devolucao nao devolver algo nao chegou ate mim sai prejuizo loja aproveitou limitacao app realizar reembolso","['deixar', 'desejar', 'assistencia', 'reembolso', 'nao', 'completa', 'fiz', 'pedir', 'item', 'so', 'chegar', 'solicitar', 'reembolso', 'pedido', 'faltou', 'shopee', 'pedir', 'devolucao', 'devolver', 'chegar', 'sair', 'prejuizo', 'loja', 'aproveitar', 'limitacao', 'app', 'realizar', 'reembolso']","anger","anger"
"app apresenta lentidao pra carregar vezes nada trava reinicia ultimamente nao conseguindo avaliar compras tento gravar video direto app enviar galeria app trava inicia processo tudo novo chato ja tentei desinstalar instalar novo limpar cache desinstalar outros segue problema pessimo porque muita coisa so pra fazer","['App', 'apresentar', 'lentidao', 'carregar', 'vez', 'trar', 'reiniciar', 'ultimamente', 'conseguir', 'avaliar', 'compra', 'tentar', 'gravar', 'video', 'direto', 'app', 'enviar', 'galerio', 'trar', 'iniciar', 'processo', 'novo', 'chato', 'tentar', 'desinstalar', 'instalar', 'novo', 'limpar', 'cache', 'desinstalar', 'seguir', 'problema', 'pessimo', 'coisa', 'so', 'fazer']","anger","disgust"
"aplicativo pessimo sempre tento selecionar itens carrinho simplesmente nao funciona tela move sozinha demora pra atualizar dificulta selecionar qualquer coisa durante pesquisa produtos sempre mostra coisas nao sao relevantes utilizo filtros ainda assim muitas vezes nao carrega pesquisa ja atualizei ultima versao app sei problema sistema celular shopee simplesmente decepciona","['aplicativo', 'pessimo', 'sempre', 'tentar', 'selecionar', 'item', 'carrinho', 'simplesmente', 'funcionar', 'telo', 'mover', 'sozinho', 'demor', 'atualizar', 'dificulta', 'selecionar', 'coisa', 'pesquisa', 'produto', 'sempre', 'mostrar', 'coisa', 'relevante', 'utilizar', 'filtro', 'ainda', 'assim', 'vez', 'nao', 'carregar', 'pesquisa', 'ultima', 'versao', 'saber', 'problema', 'sistema', 'celular', 'shopee', 'simplesmente', 'decepcionar']","anger","disgust"
"duvidas muita praticidade compras muita economia perder qualidade produtos entregues dentro esperado muitas vezes ate antes casos cancelamento sao bem simples diretos honestos faz boa pesquisa analisa melhor opcao produtos sao excelente qualidade","['duvir', 'praticidade', 'compra', 'economia', 'perder', 'qualidade', 'produto', 'entregar', 'dentro', 'esperar', 'vez', 'antes', 'caso', 'cancelamento', 'sao', 'bem', 'simples', 'direto', 'honesto', 'fazer', 'bom', 'pesquisa', 'analisar', 'bom', 'produto', 'sao', 'excelente', 'qualidade']","happiness","happiness"
