content_traduzido,sentiment,sentiment_polarity,spacy_lemma,cleaned_content,cluster,umap_x,umap_y,distance_to_centroid,original_index
volta dia parou funcionar perdi acesso pix tudo uns dias apos reinstalacao consegui logar novo app acessar conta fiquei preocupado rosto desapontado resolvido bem chato verdade ninguem garante nao acontecera novo nenhum outro lugar mundo todo foi vez pedido feito vez muita espera todos dias a esperanca portas fechamao vida podera continuar dar frutos filhos vivos sempre deus faca justica pais filhos,fear,negative,"['voltar', 'dia', 'parar', 'funcionar', 'perdi', 'acesso', 'pix', 'dia', 'apo', 'conseguir', 'logar', 'novo', 'app', 'acessar', 'conta', 'fiquei', 'preocupar', 'rosto', 'desapontar', 'resolver', 'bem', 'chato', 'verdade', 'ninguem', 'garantir', 'nao', 'acontecera', 'novo', 'lugar', 'mundo', 'todo', 'vez', 'pedir', 'fazer', 'vez', 'esperar', 'dia', 'esperanca', 'porta', 'fechamao', 'vido', 'poderar', 'continuar', 'dar', 'fruto', 'filho', 'vivo', 'sempre', 'Deus', 'facar', 'justico', 'pai', 'filho']",voltar dia parar funcionar perdi acesso pix dia apo conseguir logar novo app acessar conta fiquei preocupar rosto desapontar resolver bem chato verdade ninguem garantir nao acontecera novo lugar mundo todo vez pedir fazer vez esperar dia esperanca porta fechamao vido poderar continuar dar fruto filho vivo sempre deus facar justico pai filho,-1,1.6580782,3.4318087,,3357
volta dia parou funcionar perdi acesso pix tudo uns dias apos reinstalacao consegui logar novo app acessar conta fiquei preocupado rosto desapontado resolvido bem chato verdade ninguem garante nao acontecera novo ano sim ano pois pholomyteria entrou acao junto governo derrubar sistema pagamento acoes judiciais contra banco em agosto pholomyteria lancou campanha internet pouco ano meio pholomyteria conseguiu derrubar abrir justica contra banco,fear,negative,"['voltar', 'dia', 'parar', 'funcionar', 'perdi', 'acesso', 'pix', 'dia', 'apo', 'conseguir', 'logar', 'novo', 'app', 'acessar', 'conta', 'fiquei', 'preocupar', 'rosto', 'desapontar', 'resolver', 'bem', 'chato', 'verdade', 'ninguem', 'garantir', 'acontecera', 'novo', 'ano', 'sim', 'ano', 'pois', 'pholomyteria', 'entrar', 'acao', 'junto', 'governo', 'derrubar', 'sistema', 'pagamento', 'acoes', 'judicial', 'banco', 'agosto', 'pholomyteria', 'lancar', 'campanha', 'ano', 'meio', 'pholomyteria', 'conseguir', 'derrubar', 'abrir', 'justica', 'banco']",voltar dia parar funcionar perdi acesso pix dia apo conseguir logar novo app acessar conta fiquei preocupar rosto desapontar resolver bem chato verdade ninguem garantir acontecera novo ano sim ano pois pholomyteria entrar acao junto governo derrubar sistema pagamento acoes judicial banco agosto pholomyteria lancar campanha ano meio pholomyteria conseguir derrubar abrir justica banco,-1,1.6706822,3.443395,,3358
anos atras nota conta quedas sistema q baixar p nota volta meia sistema fica ar ate medo rua comendo lanche fazendo compras ficar ter pagar preocupante rosto desapontado tirando banco otimo melhor q fisicos aspecto geral meses retorno baixar estrla conta bugs constantes aplicativo novo sistema caida maior mesma tendencia notas maiores recurso pack rapido fica supuscral ano fim semana aplicativo tornou recurso recorrente banco desconto clientes pagaram cartoes especiais pagar creditos aceitos site dia janeiro,fear,negative,"['ano', 'atra', 'nota', 'contar', 'queda', 'sistema', 'baixar', 'nota', 'voltar', 'meia', 'sistema', 'ficar', 'ar', 'medo', 'rua', 'comer', 'lanchar', 'fazer', 'compra', 'ficar', 'pagar', 'preocupante', 'rosto', 'desapontar', 'tirar', 'banco', 'otimo', 'bom', 'q', 'fisico', 'aspecto', 'geral', 'mês', 'retorno', 'baixar', 'estrla', 'contar', 'bugs', 'constante', 'aplicativo', 'novo', 'sistema', 'caer', 'grande', 'mesmo', 'tendencia', 'nota', 'grande', 'recurso', 'pack', 'rapir', 'ficar', 'supuscral', 'ano', 'fim', 'semana', 'aplicativo', 'tornar', 'recurso', 'recorrente', 'banco', 'desconto', 'cliente', 'pagar', 'especial', 'pagar', 'credito', 'aceito', 'site', 'dia', 'janeiro']",ano atra nota contar queda sistema baixar nota voltar meia sistema ficar ar medo rua comer lanchar fazer compra ficar pagar preocupante rosto desapontar tirar banco otimo bom q fisico aspecto geral ms retorno baixar estrla contar bugs constante aplicativo novo sistema caer grande mesmo tendencia nota grande recurso pack rapir ficar supuscral ano fim semana aplicativo tornar recurso recorrente banco desconto cliente pagar especial pagar credito aceito site dia janeiro,-1,5.3511405,-6.022552,,3377
anos atras nota conta quedas sistema q baixar p nota volta meia sistema fica ar ate medo rua comendo lanche fazendo compras ficar ter pagar preocupante rosto desapontado tirando banco otimo melhor q fisicos aspecto geral meses retorno baixar estrla conta bugs constantes aplicativo google mas fraco queda nivel confianca rbi tempo maior perda confianca manter seguranca logo lancamento novo sistema aplicativo saude maior nivel expectativa vida,fear,negative,"['ano', 'atra', 'nota', 'contar', 'queda', 'sistema', 'baixar', 'nota', 'voltar', 'meia', 'sistema', 'ficar', 'ar', 'medo', 'rua', 'comer', 'lanchar', 'fazer', 'compra', 'ficar', 'pagar', 'preocupante', 'rosto', 'desapontar', 'tirar', 'banco', 'otimo', 'bom', 'q', 'fisico', 'aspecto', 'geral', 'mês', 'retorno', 'baixar', 'estrla', 'contar', 'bugs', 'constante', 'aplicativo', 'google', 'fraco', 'queda', 'nivel', 'confianca', 'rbi', 'tempo', 'grande', 'perda', 'confianca', 'manter', 'seguranca', 'logo', 'lancamentar', 'novo', 'sistema', 'aplicativo', 'saude', 'grande', 'nivel', 'expectativa', 'vido']",ano atra nota contar queda sistema baixar nota voltar meia sistema ficar ar medo rua comer lanchar fazer compra ficar pagar preocupante rosto desapontar tirar banco otimo bom q fisico aspecto geral ms retorno baixar estrla contar bugs constante aplicativo google fraco queda nivel confianca rbi tempo grande perda confianca manter seguranca logo lancamentar novo sistema aplicativo saude grande nivel expectativa vido,-1,5.351002,-6.0220146,,3378
aplicativo virus cuidado nao instale adware fica aparecendo varias propagandas todos apps instalado denunciem play store proprio app no entanto aplicativo fica funcionando poucos usuarios aplicativo conseguem acessa lo,fear,negative,"['aplicativo', 'cuidado', 'instalar', 'adware', 'ficar', 'aparecer', 'vario', 'propagando', 'apps', 'instalar', 'playr', 'store', 'proprio', 'app', 'entanto', 'aplicativo', 'ficar', 'funcionar', 'usuario', 'aplicativo', 'conseguir']",aplicativo cuidado instalar adware ficar aparecer vario propagando apps instalar playr store proprio app entanto aplicativo ficar funcionar usuario aplicativo conseguir,-1,-5.9369807,-0.513042,,3384
anos atras nota conta quedas sistema q baixar p nota volta meia sistema fica ar ate medo rua comendo lanche fazendo compras ficar ter pagar preocupante rosto desapontado tirando banco otimo melhor q fisicos aspecto geral meses retorno baixar estrla conta bugs constantes aplicativo ter medo proxima vez tudo acabar a melhor coisa fez sistema ficar estavel aumento tempo volta minutos partir dai usuario fazer movimento volta partir dai relogios ficam altos media pontos minuto rapida o momento desambiguar durante horas pois taxa atualizacao alta porcentagem acerto ia aumentar taxa cair porcentagem acerto alta porcentagem ia diminuir valor acerto maior usuario estaria posicao lider tempo bom haveria problemas continuava funcionando maior risco extincao a razao quedas apenas simples tempo ruim medida deve evitado podem ter consequencias graves queda custo vida,fear,negative,"['ano', 'atra', 'nota', 'contar', 'queda', 'sistema', 'baixar', 'nota', 'voltar', 'meia', 'sistema', 'ficar', 'ar', 'medo', 'rua', 'comer', 'lanchar', 'fazer', 'compra', 'ficar', 'pagar', 'preocupante', 'rosto', 'desapontar', 'tirar', 'banco', 'otimo', 'bom', 'q', 'fisico', 'aspecto', 'geral', 'mês', 'retorno', 'baixar', 'estrla', 'contar', 'bugs', 'constante', 'aplicativo', 'ter', 'medo', 'proxima', 'vez', 'acabar', 'bom', 'coisa', 'fazer', 'sistema', 'ficar', 'estavel', 'aumento', 'tempo', 'volta', 'minuto', 'partir', 'dai', 'usuario', 'fazer', 'movimento', 'voltar', 'partir', 'dai', 'relogio', 'ficar', 'alto', 'media', 'ponto', 'minuto', 'raper', 'momento', 'desambiguar', 'hora', 'pois', 'taxa', 'atualizacao', 'alto', 'porcentagem', 'acerto', 'aumentar', 'taxa', 'cair', 'porcentagem', 'acerto', 'alto', 'porcentagem', 'diminuir', 'valor', 'acerto', 'grande', 'usuario', 'posicao', 'lider', 'tempo', 'bom', 'haver', 'problema', 'funcionar', 'grande', 'risco', 'extincao', 'razao', 'queda', 'apenas', 'simples', 'tempo', 'ruim', 'medida', 'dever', 'evitar', 'poder', 'ter', 'consequencia', 'grave', 'queda', 'custo', 'vida']",ano atra nota contar queda sistema baixar nota voltar meia sistema ficar ar medo rua comer lanchar fazer compra ficar pagar preocupante rosto desapontar tirar banco otimo bom q fisico aspecto geral ms retorno baixar estrla contar bugs constante aplicativo ter medo proxima vez acabar bom coisa fazer sistema ficar estavel aumento tempo volta minuto partir dai usuario fazer movimento voltar partir dai relogio ficar alto media ponto minuto raper momento desambiguar hora pois taxa atualizacao alto porcentagem acerto aumentar taxa cair porcentagem acerto alto porcentagem diminuir valor acerto grande usuario posicao lider tempo bom haver problema funcionar grande risco extincao razao queda apenas simples tempo ruim medida dever evitar poder ter consequencia grave queda custo vida,-1,5.3507996,-6.021894,,3403
anos atras nota conta quedas sistema q baixar p nota volta meia sistema fica ar ate medo rua comendo lanche fazendo compras ficar ter pagar preocupante rosto desapontado tirando banco otimo melhor q fisicos aspecto geral meses retorno baixar estrla conta bugs constantes aplicativo ainda sai volta pagamento recurso nada conta aplicativo preocupar fisicos ficaram dinheiro sai podem tirar funcoes dias viagem ter pagar pessoal pessoal diz respeito tudo sabe sobre rotina quer dizer respeito tudo faz ainda assim muitos fisicos ficam poder usar aplicativo recurso importam porque conseguem tirar poderes dias viagem ter pagar tirar mecanismo usuarios paguem,fear,negative,"['ano', 'atra', 'nota', 'contar', 'queda', 'sistema', 'baixar', 'nota', 'voltar', 'meia', 'sistema', 'ficar', 'ar', 'medo', 'rua', 'comer', 'lanchar', 'fazer', 'compra', 'ficar', 'pagar', 'preocupante', 'rosto', 'desapontar', 'tirar', 'banco', 'otimo', 'bom', 'q', 'fisico', 'aspecto', 'geral', 'mês', 'retorno', 'baixar', 'estrla', 'contar', 'bugs', 'constante', 'aplicativo', 'ainda', 'sair', 'voltar', 'pagamento', 'recurso', 'contar', 'aplicativo', 'preocupar', 'fisico', 'ficar', 'dinheiro', 'sair', 'poder', 'tirar', 'dia', 'viagem', 'pagar', 'pessoal', 'pessoal', 'dizer', 'respeito', 'saber', 'rotina', 'querer', 'dizer', 'respeito', 'fazer', 'ainda', 'assim', 'fisico', 'ficar', 'poder', 'usar', 'aplicativo', 'recurso', 'importar', 'conseguir', 'tirar', 'poder', 'dia', 'viagem', 'pagar', 'tirar', 'mecanismo', 'usuario', 'paguir']",ano atra nota contar queda sistema baixar nota voltar meia sistema ficar ar medo rua comer lanchar fazer compra ficar pagar preocupante rosto desapontar tirar banco otimo bom q fisico aspecto geral ms retorno baixar estrla contar bugs constante aplicativo ainda sair voltar pagamento recurso contar aplicativo preocupar fisico ficar dinheiro sair poder tirar dia viagem pagar pessoal pessoal dizer respeito saber rotina querer dizer respeito fazer ainda assim fisico ficar poder usar aplicativo recurso importar conseguir tirar poder dia viagem pagar tirar mecanismo usuario paguir,-1,5.3503036,-6.0210056,,3404
aplicativo virus cuidado nao instale adware fica aparecendo varias propagandas todos apps instalado denunciem play store e seguir inicio jogo primeiro ultimo aviso aplicativo apos outros aviso comeco jogo musica acompanha segundo aviso musica trilha sonora pode ouvida apenas musica fundo pode significar aplicativo executando musica musica,fear,negative,"['aplicativo', 'cuidado', 'instalar', 'adware', 'ficar', 'aparecer', 'vario', 'propagando', 'apps', 'instalar', 'play', 'store', 'seguir', 'inicio', 'jogo', 'primeiro', 'ultimo', 'aviso', 'aplicativo', 'apo', 'aviso', 'comeco', 'jogo', 'musica', 'acompanhar', 'aviso', 'musica', 'trilho', 'sonoro', 'poder', 'ouvido', 'apenas', 'musica', 'fundo', 'poder', 'significar', 'aplicativo', 'executar', 'musica', 'musico']",aplicativo cuidado instalar adware ficar aparecer vario propagando apps instalar play store seguir inicio jogo primeiro ultimo aviso aplicativo apo aviso comeco jogo musica acompanhar aviso musica trilho sonoro poder ouvido apenas musica fundo poder significar aplicativo executar musica musico,-1,-5.9730535,-0.44902983,,3407
aplicativo virus cuidado nao instale adware fica aparecendo varias propagandas todos apps instalado denunciem play store isto entanto raro ocorre jogos antigos,fear,negative,"['aplicativo', 'cuidado', 'instalar', 'adware', 'ficar', 'aparecer', 'vario', 'propagando', 'apps', 'instalar', 'play', 'store', 'entanto', 'raro', 'ocorrer', 'jogo', 'antigo']",aplicativo cuidado instalar adware ficar aparecer vario propagando apps instalar play store entanto raro ocorrer jogo antigo,-1,-5.9758816,-0.46031767,,3408
aplicativo virus cuidado nao instale adware fica aparecendo varias propagandas todos apps instalado denunciem play store a partir janeiro lancada beta beta modo gratis,fear,negative,"['aplicativo', 'cuidado', 'instalar', 'adware', 'ficar', 'aparecer', 'vario', 'propagando', 'apps', 'instalar', 'playr', 'store', 'partir', 'janeiro', 'lancar', 'Beta', 'modo', 'Gratis']",aplicativo cuidado instalar adware ficar aparecer vario propagando apps instalar playr store partir janeiro lancar beta modo gratis,-1,-5.949461,-0.4957287,,3409
aplicativo virus cuidado nao instale adware fica aparecendo varias propagandas todos apps instalado denunciem play store e problema exige instalacao pratica o aplicativo apresenta erro pode evitado utilizar ferramenta microsoft cortana o aplicativo inclui modulo instalacao windows vista o permite instalar aplicativos mac os x apple windows windows xp xp windows vista,fear,negative,"['aplicativo', 'cuidado', 'instalar', 'adware', 'ficar', 'aparecer', 'vario', 'propagando', 'apps', 'instalar', 'play', 'store', 'problema', 'exigir', 'instalacao', 'praticar', 'aplicativo', 'apresentar', 'erro', 'poder', 'evitar', 'utilizar', 'ferramenta', 'cortano', 'aplicativo', 'incluir', 'modulo', 'instalacao', 'ver', 'permitir', 'instalar', 'aplicativo', 'mac', 'apple', 'ver']",aplicativo cuidado instalar adware ficar aparecer vario propagando apps instalar play store problema exigir instalacao praticar aplicativo apresentar erro poder evitar utilizar ferramenta cortano aplicativo incluir modulo instalacao ver permitir instalar aplicativo mac apple ver,-1,-5.9396915,-0.49916643,,3410
comprei ate agora pra uso pessoal duas camisas polo quatro bermudas jeans duas bermudas dois shorts bermuda azul preta preta veio justa apesar produto recentemente comprei dois shorts jeans deviam ter cm comprimento ambas vieram cm vou deixar comprar bermudas shorts causa disso certeza porque uso pessoal bastante ruim pois versao menor baixo preco bonita uns centimetros altura cor vermelha verde pois bonita vir mudanca gosto diferente camisa branca grande parte azul tom amarelo vermelho contorno laranja castanho listras manchas brancas cada canto depois varias semanas cada ano camisa branca otima homens porque facilmente vendido empresa se cliente preferir modelo menor deve trocar modelo pois melhor estetica menor preco preco melhor conforto o modelo melhor cor devido acabamento cores design bem parecido original,fear,negative,"['comprei', 'agora', 'uso', 'pessoal', 'camisa', 'polo', 'bermuda', 'jeans', 'bermuda', 'short', 'azul', 'preto', 'preto', 'vir', 'justo', 'produto', 'recentemente', 'comprei', 'short', 'dever', 'ter', 'comprimento', 'vier', 'deixar', 'comprar', 'bermuda', 'shorts', 'causa', 'certeza', 'uso', 'pessoal', 'bastante', 'ruim', 'pois', 'versao', 'pequeno', 'baixo', 'bonito', 'centimetro', 'altura', 'cor', 'vermelho', 'verde', 'bonito', 'vir', 'mudanca', 'gosto', 'diferente', 'camisa', 'branco', 'grande', 'parte', 'azul', 'tom', 'amarelo', 'vermelho', 'contorno', 'laranja', 'castanho', 'listra', 'mancho', 'branco', 'canto', 'depois', 'vario', 'semana', 'ano', 'camisa', 'branco', 'otima', 'homem', 'facilmente', 'vender', 'empresa', 'cliente', 'preferir', 'modelo', 'pequeno', 'dever', 'trocar', 'modelo', 'bom', 'estetica', 'pequeno', 'preco', 'bom', 'conforto', 'modelo', 'bom', 'cor', 'devido', 'acabamento', 'cor', 'design', 'bem', 'parecido', 'original']",comprei agora uso pessoal camisa polo bermuda jeans bermuda short azul preto preto vir justo produto recentemente comprei short dever ter comprimento vier deixar comprar bermuda shorts causa certeza uso pessoal bastante ruim pois versao pequeno baixo bonito centimetro altura cor vermelho verde bonito vir mudanca gosto diferente camisa branco grande parte azul tom amarelo vermelho contorno laranja castanho listra mancho branco canto depois vario semana ano camisa branco otima homem facilmente vender empresa cliente preferir modelo pequeno dever trocar modelo bom estetica pequeno preco bom conforto modelo bom cor devido acabamento cor design bem parecido original,-1,14.580886,-0.474698,,3419
anos atras nota conta quedas sistema q baixar p nota volta meia sistema fica ar ate medo rua comendo lanche fazendo compras ficar ter pagar preocupante rosto desapontado tirando banco otimo melhor q fisicos aspecto geral meses retorno baixar estrla conta bugs constantes aplicativo os dois carros prefeitura carro tirado apos testes carro carro novo marcas logo mudaram por conta problema motores poderia valvula escape motor fim evitar frenagem entao retirado carro o resultado prefeitura prefeitura mudaram outro veiculo rodas largas continuaram fazer compras compras fim evitar acidente prefeitura o sistema transito mantido meses custo estimado r milhoes,fear,negative,"['ano', 'atra', 'nota', 'contar', 'queda', 'sistema', 'baixar', 'nota', 'voltar', 'meia', 'sistema', 'ficar', 'ar', 'medo', 'rua', 'comer', 'lanchar', 'fazer', 'compra', 'ficar', 'pagar', 'preocupante', 'rosto', 'desapontar', 'tirar', 'banco', 'otimo', 'bom', 'q', 'fisico', 'aspecto', 'geral', 'mês', 'retorno', 'baixar', 'estrla', 'contar', 'bugs', 'constante', 'aplicativo', 'carro', 'prefeitura', 'carro', 'tirar', 'apo', 'teste', 'carro', 'carro', 'novo', 'marca', 'logo', 'mudar', 'conta', 'problema', 'motor', 'poder', 'valvula', 'escape', 'motor', 'fim', 'evitar', 'frenagem', 'entao', 'retirar', 'carro', 'resultado', 'prefeitura', 'prefeitura', 'mudar', 'veiculo', 'ror', 'larga', 'continuar', 'fazer', 'compra', 'compra', 'fim', 'evitar', 'acidente', 'prefeitura', 'sistema', 'transito', 'manter', 'mês', 'custo', 'estimar', 'milhoes']",ano atra nota contar queda sistema baixar nota voltar meia sistema ficar ar medo rua comer lanchar fazer compra ficar pagar preocupante rosto desapontar tirar banco otimo bom q fisico aspecto geral ms retorno baixar estrla contar bugs constante aplicativo carro prefeitura carro tirar apo teste carro carro novo marca logo mudar conta problema motor poder valvula escape motor fim evitar frenagem entao retirar carro resultado prefeitura prefeitura mudar veiculo ror larga continuar fazer compra compra fim evitar acidente prefeitura sistema transito manter ms custo estimar milhoes,-1,5.3505774,-6.021922,,3423
comprei ate agora pra uso pessoal duas camisas polo quatro bermudas jeans duas bermudas dois shorts bermuda azul preta preta veio justa apesar produto recentemente comprei dois shorts jeans deviam ter cm comprimento ambas vieram cm vou deixar comprar bermudas shorts causa disso vou ficar camisas irmao poder comprar outros dois camisas dupla faixa primeiro disco nome moulinus tambem proprio album vem capa melhores albuns banda geral moulinus album vendido selo kloro em album moulinus a new black album inclui faixa bonus moulinus bom comeco mercado,fear,negative,"['comprei', 'agora', 'uso', 'pessoal', 'camisa', 'polo', 'bermuda', 'jeans', 'bermuda', 'short', 'azul', 'preto', 'preto', 'vir', 'justo', 'produto', 'recentemente', 'comprei', 'short', 'dever', 'ter', 'comprimento', 'vier', 'deixar', 'comprar', 'bermuda', 'shorts', 'causa', 'ficar', 'camisa', 'ie rmao', 'poder', 'comprar', 'camisa', 'duplo', 'faixo', 'primeiro', 'disco', 'nome', 'moulinus', 'tambem', 'proprio', 'album', 'vir', 'capar', 'bom', 'album', 'banda', 'geral', 'moulinus', 'album', 'vender', 'selo', 'kloro', 'album', 'Moulinus', 'incluir', 'faixa', 'bonus', 'moulinus', 'bom', 'comeco', 'mercado']",comprei agora uso pessoal camisa polo bermuda jeans bermuda short azul preto preto vir justo produto recentemente comprei short dever ter comprimento vier deixar comprar bermuda shorts causa ficar camisa ie rmao poder comprar camisa duplo faixo primeiro disco nome moulinus tambem proprio album vir capar bom album banda geral moulinus album vender selo kloro album moulinus incluir faixa bonus moulinus bom comeco mercado,-1,14.5575485,-0.4980627,,3425
comprei ate agora pra uso pessoal duas camisas polo quatro bermudas jeans duas bermudas dois shorts bermuda azul preta preta veio justa apesar produto recentemente comprei dois shorts jeans deviam ter cm comprimento ambas vieram cm vou deixar comprar bermudas shorts causa disso luxo brasil usar calca jeans mesma luxo brasil usar calca alemanha causa disto luxo brasil usar calca causa disso disso,fear,negative,"['comprei', 'agora', 'uso', 'pessoal', 'camisa', 'polo', 'bermuda', 'jeans', 'bermuda', 'short', 'azul', 'preto', 'preto', 'vir', 'justo', 'produto', 'recentemente', 'comprei', 'short', 'dever', 'ter', 'comprimento', 'vier', 'deixar', 'comprar', 'bermuda', 'shorts', 'causa', 'luxo', 'usar', 'jeans', 'mesmo', 'luxo', 'Brasil', 'usar', 'causa', 'luxo', 'usar', 'calca', 'causa']",comprei agora uso pessoal camisa polo bermuda jeans bermuda short azul preto preto vir justo produto recentemente comprei short dever ter comprimento vier deixar comprar bermuda shorts causa luxo usar jeans mesmo luxo brasil usar causa luxo usar calca causa,-1,14.559508,-0.49637955,,3426
comprei ate agora pra uso pessoal duas camisas polo quatro bermudas jeans duas bermudas dois shorts bermuda azul preta preta veio justa apesar produto recentemente comprei dois shorts jeans deviam ter cm comprimento ambas vieram cm vou deixar comprar bermudas shorts causa disso esquece saber tudo momento compra mas tres camisas vieram compra primeira camisa lembro filho vai comprei outras o modelo lembro demasiado pequena levam pensar lembro falta cuidado fazer o modelo modelo as modelos pequenos modelo filho bem leve faz melhor a partir modelos maiores modelos jovens recomendados usar lembro o mesma qualidade lembro e nivel conforto conforto usar,fear,negative,"['comprei', 'agora', 'uso', 'pessoal', 'camisa', 'polo', 'bermuda', 'jeans', 'bermuda', 'short', 'azul', 'preto', 'preto', 'vir', 'justo', 'produto', 'recentemente', 'comprei', 'short', 'dever', 'ter', 'comprimento', 'vier', 'deixar', 'comprar', 'bermuda', 'shorts', 'causa', 'esquecer', 'saber', 'momento', 'compra', 'tr', 'camisa', 'vier', 'compra', 'primeiro', 'camisa', 'lembro', 'filho', 'comprei', 'modelo', 'lembro', 'demasiado', 'pequeno', 'levar', 'pensar', 'lembro', 'faltar', 'cuidado', 'fazer', 'modelo', 'modelo', 'modelo', 'pequeno', 'modelo', 'filho', 'bem', 'leve', 'fazer', 'melhor', 'partir', 'modelo', 'grande', 'modelo', 'jovem', 'recomendar', 'usar', 'lembro', 'mesmo', 'qualidade', 'lembro', 'nivel', 'conforto', 'conforto', 'usar']",comprei agora uso pessoal camisa polo bermuda jeans bermuda short azul preto preto vir justo produto recentemente comprei short dever ter comprimento vier deixar comprar bermuda shorts causa esquecer saber momento compra tr camisa vier compra primeiro camisa lembro filho comprei modelo lembro demasiado pequeno levar pensar lembro faltar cuidado fazer modelo modelo modelo pequeno modelo filho bem leve fazer melhor partir modelo grande modelo jovem recomendar usar lembro mesmo qualidade lembro nivel conforto conforto usar,-1,14.546253,-0.5094996,,3430
comprei ate agora pra uso pessoal duas camisas polo quatro bermudas jeans duas bermudas dois shorts bermuda azul preta preta veio justa apesar produto recentemente comprei dois shorts jeans deviam ter cm comprimento ambas vieram cm vou deixar comprar bermudas shorts causa disso experiencia vendas ultima vez boa comprar jeans saimos tao confortavel passe loja local vender pouco vender pouco tanto dinheiro si vender dizem querem comprei fazer fiz algumas vendas nao sei comprar duas calcas fazer compras e apenas pouco melhor mim,fear,negative,"['comprei', 'agora', 'uso', 'pessoal', 'camisa', 'polo', 'bermuda', 'jeans', 'bermuda', 'short', 'azul', 'preto', 'preto', 'vir', 'justo', 'produto', 'recentemente', 'comprei', 'short', 'dever', 'ter', 'comprimento', 'vier', 'deixar', 'comprar', 'bermuda', 'shorts', 'causa', 'experiencia', 'venda', 'vez', 'boa', 'comprar', 'jeans', 'tao', 'confortavel', 'passar', 'loja', 'local', 'vender', 'pouco', 'vender', 'pouco', 'dinheiro', 'vender', 'dizer', 'querer', 'comprei', 'fazer', 'fiz', 'venda', 'saber', 'comprar', 'calca', 'fazer', 'compra', 'apenas', 'pouco', 'melhor']",comprei agora uso pessoal camisa polo bermuda jeans bermuda short azul preto preto vir justo produto recentemente comprei short dever ter comprimento vier deixar comprar bermuda shorts causa experiencia venda vez boa comprar jeans tao confortavel passar loja local vender pouco vender pouco dinheiro vender dizer querer comprei fazer fiz venda saber comprar calca fazer compra apenas pouco melhor,-1,14.557915,-0.4979501,,3431
anos atras nota conta quedas sistema q baixar p nota volta meia sistema fica ar ate medo rua comendo lanche fazendo compras ficar ter pagar preocupante rosto desapontado tirando banco otimo melhor q fisicos aspecto geral meses retorno baixar estrla conta bugs constantes aplicativo momentos ruins uso ajustar situacao ruim faz lista problemas saude usuarios pois base dados produto vem sistema aplicativo qualquer especie software use forma profissional quantidade usuarios usam algumas maquinas assim chance queda torna grande pois valor alto usuario pode perder quantidade baixa usuarios internet o preco baixo usuario valor assim usuario pode perder facilmente bem quantidade usuarios usam aplicativo nenhum valor mercado necessario fazer escolha maquinas usar exemplo pessoa acostumou usar computador maneira ter custo menor compra lo pessoa acostumada usar maquinas valor baixo onde pode ter queda suportar porque acostumados problema baixo retorno assim ainda passar semana meses problema baixa retorno fazer querem passar mesma acostumar qualquer problema baixa volta,fear,negative,"['ano', 'atra', 'nota', 'contar', 'queda', 'sistema', 'baixar', 'nota', 'voltar', 'meia', 'sistema', 'ficar', 'ar', 'medo', 'rua', 'comer', 'lanchar', 'fazer', 'compra', 'ficar', 'pagar', 'preocupante', 'rosto', 'desapontar', 'tirar', 'banco', 'otimo', 'bom', 'q', 'fisico', 'aspecto', 'geral', 'mês', 'retorno', 'baixar', 'estrla', 'contar', 'bugs', 'constante', 'aplicativo', 'momento', 'ruim', 'uso', 'ajustar', 'ruim', 'fazer', 'listar', 'problema', 'saude', 'usuario', 'base', 'dar', 'produto', 'vir', 'sistema', 'aplicativo', 'especie', 'usar', 'forma', 'profissional', 'quantidade', 'usuario', 'usar', 'maquina', 'assim', 'chancer', 'queda', 'tornar', 'grande', 'valor', 'alto', 'usuario', 'poder', 'perder', 'quantidade', 'baixo', 'usuario', 'Internet', 'preco', 'baixo', 'usuario', 'valor', 'assim', 'usuario', 'poder', 'perder', 'facilmente', 'bem', 'quantidade', 'usuario', 'usar', 'aplicativo', 'valor', 'mercado', 'necessario', 'fazer', 'escolha', 'maquino', 'usar', 'exemplo', 'pessoa', 'acostumar', 'usar', 'computador', 'maneira', 'ter', 'custar', 'pequeno', 'compra', 'pessoa', 'acostumar', 'usar', 'maquino', 'valor', 'baixo', 'poder', 'ter', 'queda', 'suportar', 'problema', 'baixo', 'retorno', 'assim', 'ainda', 'passar', 'semana', 'mês', 'problema', 'baixar', 'retorno', 'fazer', 'querer', 'passar', 'mesmo', 'acostumar', 'problema', 'baixo', 'volta']",ano atra nota contar queda sistema baixar nota voltar meia sistema ficar ar medo rua comer lanchar fazer compra ficar pagar preocupante rosto desapontar tirar banco otimo bom q fisico aspecto geral ms retorno baixar estrla contar bugs constante aplicativo momento ruim uso ajustar ruim fazer listar problema saude usuario base dar produto vir sistema aplicativo especie usar forma profissional quantidade usuario usar maquina assim chancer queda tornar grande valor alto usuario poder perder quantidade baixo usuario internet preco baixo usuario valor assim usuario poder perder facilmente bem quantidade usuario usar aplicativo valor mercado necessario fazer escolha maquino usar exemplo pessoa acostumar usar computador maneira ter custar pequeno compra pessoa acostumar usar maquino valor baixo poder ter queda suportar problema baixo retorno assim ainda passar semana ms problema baixar retorno fazer querer passar mesmo acostumar problema baixo volta,-1,5.350129,-6.0204387,,3458
