content,sentiment,sentiment_polarity
"Não comprem nesse aplicativo por favor!!!! só se for a última opção que você tiver. O meu pedido está atrasado e eu só posso pedir o reembolso quando der 7 dias de atraso, mas o prazo que me deram para pedir o reembolso acaba no sétimo dia, isso é um absurdo!!!!!!!! ou seja, eu não posso esperar dar 7 dias pra pedir o reembolso, tenho que pedir antes, mesmo tendo possibilidade de receber o produto. A entrega padrão é horrível, não tem mais correios e o rastreamento não é confiável.",anger,negative
"o app é muito bom mas eu tenho uma ideia , A gente poder criar ""Cestas"" de itens e nomear eles , muitas vezes o aplicativo não lista os produtos onde queremos Ai poderiamos criar um tipo de carrinho por exemplo ""Carrinho de brincos"" ai quando curtir o produto vai para os curtidos normal , mas ter a opção de organizar eles separados dos outros , e poder escolher a cor do icone por exemplo um carrinho verde outro amarelho etc... Ficaria muito mais fácil de organizar os itens e poder comprar",neutral,neutral
"A busca de produtos precisa ser bem mais eficiente. Muitas vezes os resultados não são satisfatórios. O atendimento também, já que só temos respostas automáticas. A politica de reembolso precisa melhorar. Muitas vezes acabamos ficando com um produto indesejado (com defeito ou incompleto, por ex) e sem pedir o reembolso pela dificuldade em ter de ir devolver aos correios. Deveria haver outras formas.",disgust,negative
"Aumentando estrelas pro app que melhorou significativamente em relação aos bugs. A navegação está boa, nao tem travado mais. Notei tbem alertas sobre golpes de cobranças extras (por fora) que uma certa transportadora vinha praticando no site. Se a Shopee melhora, as estrelas aumentam.😉",happiness,positive
"O aplicativo é ótimo, mas os jogos travam MUITO e é como se não comportasse todas as funções que tem, além de que no meu aparelho a aba de favoritos simplesmente não abre a 2 semanas por um ""erro de rede"" (mesmo eu utilizando de uma rede boa para escrever essa avaliação). Além de que, por relatos, para ser um vendedor as coisas não são tão práticas quanto para nós compradores. Mas é uma plataforma de vendas ótima e segura, só precisa de uns detalhes na manutenção da plataforma",sadness,positive
"Adoro comprar na shopee, estão melhorando muito em relação aos prazos para entrega! A plataforma ainda está um pouco poluída visualmente em relação as propagandas, mas a variedade de preços e prazos estão bem melhores.",happiness,positive
"Com os produtos comprados tudo bem, gosto muito. O problema é os entregadores da shoppe aqui na cidade, mal educados, não entregam os produtos corretamente, entregam na mão de desconhecido. Também não esperam a pessoa atender direito e já coloca na embalagem que o remetente é desconhecido sendo que o remetente já estava no aguardo. Vcs tem que escolher melhor esses entregadores, pois afinal é o nome de vcs em jogo. Estou quase desistindo da minha conta na shoppe.",anger,negative
"Não recomendo a shopee. Pois você pode levar prejuízo se o entregador entrega para a pessoa errada . Eu fiz duas compras pela app uma foi entregue com atraso eu outra nunca chegou até minhas mãos o entregador entregou para a pessoa errada. E não fui reembolsada. Os preços na shoppe são asseciveis , mas não vale apena e melhor pagar um pouco mais pela segurança em outros apps .",anger,negative
"Compro semanalmente no shopee, por vezes, diariamente. É o melhor preço entre as plataformas de venda mas...se o produto chegar c defeito ou errado, não há suporte. O comprador tem q implorar para o vendedor aceitar a devolução e reembolsar o valor pago. Não existe troca no shopee. A administração é péssima, logística péssima, entrega péssima. Porém, se o comprador não tiver pressa, analisar bem o vendedor pelas qualificações fica tudo ok. Questão de sorte. A maioria dos produtos não tem NF.",anger,negative
"Na minha primeira compra tive receio ,mas depois que fiz a primeira compra e fui muito bem atendida continuo comprando mas agora sem medo e muito satisfeita com minhas compras e atendimento maravilhoso, ágil e com respeito, sou atendida atenciosamente pelos vendedores e as entregas vem com muito cuidado e rapidez.PARABÉNS SHOPEE E AOS LOGISTAS, OBRIGADA!!!",happiness,positive
"ótima, estou satisfeita produtos de qualidade, comprei várias vezes e irei comprar novamente, a shopee é surpreendente.....o site está precisando mudar apenas na questão do frete, pois esta muito caro e não condiz com o anúncio,.,............................................................................................................................................................................................................................................................................",sadness,positive
"quero parabenizar a Shopee pq tem melhorado muito, desde o app até os envios colocando os correios e o envio padrão q tem sido mais rápido, tem combatido fraudes na plataforma, tem foenecido bastantes cupons de frete grátis, tem fornecido inúmeros produtos, então só tenho q parabenizar",happiness,positive
"Tentei excluir meu cartão de crédito e aparace como se não tivesse nenhum cadastrado, mas quando faço compras ele aparece e compro normalmente. Mas quando quero excluir ele do app daí não aparece que tem cartão cadastro. Muito estranho e muito inseguro, pois está todos os dados lá. Tentei resolve por atendente chat e não é resolvido nada. Não cadastrem mais cartão no app. Antes eu comprava e excluía depois da compra , hoje não aparece mais para excluir e ninguém resolve nada.",fear,negative
Gosto de comprar na Shopee. Observo apenas que alguns vendedores não estão no mesmo alinhamento da procura pela qualidade e atendimento da Shopee. Alguns deles anunciam não se sabe porque. Penso que não tem o produto e após três dias a Shopee tem que cancelar e outros remetem produtos diferentes do pedido.,sadness,positive
"A Shopee está de parabéns!! O aplicativo é excelente, fácil de navegar, seguro, tem uma grande variedade de produtos, bom preço, entrega rápida, prazo para pagamento e frete grátis. Nota 10!!",happiness,positive
"Não consigo receber o link de verificação via email. O atendente até teve muito boa vontade, mas não conseguiu me ajudar. O email está verificado, telefone tb, o código via SMS ou Whatsapp chega normal, mas mesmo assim o App pede para clicar no link que chegaria via email. Acontece que o email não chega. Não chega no spam, lixo eletrônico nem nenhuma outra pasta do email. Somente emails para avaliar atendimento chegam na conta. Minha conta não está suspensa.",disgust,negative
"Já sou cliente Shopee, a algum tempo e tenho recebido excelentes produtos. Os vendedores são corretos e educados. Podem comprar sem medo, inclusive de compras internacionais, que vem direto da China. Cada vez mais fã da Shopee! Continuo gostando muito de comprar na Shopee. Sempre recebi minhas encomendas muito bem embaladas.",happiness,positive
"Já fiz várias compras pela Shopee e estou muito satisfeita com todas elas, tudo veio dentro dos conformes, ótimo custo benefício e os produtos iguais aos anunciados! Muito satisfeita com a Shopee! O aplicativo é muito fácil de usar, tem cupons de frete grátis, compras internacionais, os vendedores são muito atenciosos; é maravilhoso!",happiness,positive
"Sempre as encomendas chegaram rápido e de acordo com o anunciado. Só podia ser proibido anunciar produtos de valores diferentes no mesmo anúncio, pois chamam atenção pelo valor com a foto do objetivo mais caro e a gente perde tempo na busca do produto desejado e se sente enganado.",fear,negative
"Adoro o app!! Ele é muito bom mesmo! Várias coisas boua para se compra, mais não estou mais aguentando ser taxada!! Recentemente parei de comprar as minhas coisas na Shopee pq toda vez eu sou taxada...Então só voltarei a comprar novamente quando esse problema de ficarem taxando as encomendas forem resolvidos!!",anger,negative
"Dá para encontrar muita coisa interessante e barata na shopee! O app em si é fácil de usar mas tem um defeito bem incômodo que é o de quando você fica bastante tempo procurando itens, o APP para de carregar novos anúncios e trava.",sadness,positive
"Estão melhorando o app, como por exemplo, a opção pra confirmar o recebimento só fica habilitada quando o rastreio mostra que o pacote foi entregue. Só q há alguns meses, não consigo abrir as fotos em tela cheia, fica carregando infinitamente e não abre. E é preciso dar zoom pra ver os detalhes dos produtos , se arrumarem isso, agradeço.",sadness,positive
App ótimo rápido é seguro parabéns. Espero só q melhore o tempo de entrega pq a ansiedade nos consome kkķkkk. As vezes demora a carregar os anúncios mais nos demais assuntos estão de parabéns. Não estou gostando dos fretes não estão ficando maos caros. Agente compra uma duas vezes Vêm grátis depois da terceira compras os fretes ficam mais caros.,sadness,positive
"Para 5 estrela, precisa acertar os itens apagados sair do usuário. Outro item que diminui as estrelas é por que não tem extrato para comparar as compras shopee com o cartão de crédito. Outra é o vendedor pedir para cancelar o pedido pq não tem estoque. O vendedor que deveria cancelar a venda. Relação aos preços com frete grátis não tenho que reclamar",sadness,positive
"Sempre comprei, nunca tive problema, inclusive um dia aconteceu de não entregarem meu pedido e eles fazerem o reembolso. Sempre compro olhando as avaliações do produto é uma dica muito boa, por isso sempre avalio as minhas compras. Podiam fazer o cartão da Shopee com alguns benefícios, fica a dica 😉",happiness,positive
"Infelizmente não tenho tudo muita sorte, pois tenho tentado efetuar compra, como sempre fiz, com cartão de crédito e não tenho conseguido, sempre ""dando falha no pagamento"", inclusive já relatei o fato, por diversas vezes, printando a tela da mensagem, e até o momento não obtive nenhuma resposta para o fato, cheguei a desinstalar e instalar do app, o atualizei e mesmo assim, nao consigo concluir a compra com o cartão, mas se for no PIx, o problema desaparece. Sempre comprei com cartão de crédito",disgust,negative
Está de parabéns este app . Ele é a realização do meu sonho de infância. Muito obrigado a vocês por realizar o meu sonho e de todas as pessoas do mundo inteiro... Só faltou a opção da pessoa poder retirar nos correios . Facilita muito para os correios sim . Ops: de saldo no app caso alguma entrega for errado e a pessoa querer ficar com o produto. Se o preço for inferior abate em outro produto ou tem a opção de ficar no saldo da conta. Devolve o produto dá um trabalho. Kisses See you,sadness,positive
"Um dos melhores APP de compras, tem tudo que imagina. E as roupas são muito boas. Mas faz um tempo que não consigo abrir o guia de tamanhos, quando clico fica a tela branca e não abre. Isso é ruim, pq como vou saber que a peça vai ficar boa em mim, principalmente porque perdi peso, então não sei bem ainda a minha numeração. E mesmo assim, dependendo do fabricante e do tecido da roupa, as numerações tem diferenças. Seria bom que conseguissem corrigir esse bug.",sadness,positive
"Cada vez mais perdemos os benefícios que tínhamos, a algum tempo o limite para frete grátis aumentou, e agora houve modificação no sistema de ponto, ganhamos bem menos por cada check-in. De certo, hoje em dia temos uma maior variedade de produtos, internacionais e vendas nacionais, isso é ótimo. ""Compras no valor de R$49,99, o frete sai grátis"" porém tem muito produto nacional que não permite isso, tendo nós que pagarmos o frete mesmo com esse requisito, é meio frustrante e parece enganoso.",sadness,positive
"Eu amo comprar na Shein, já fiz várias compras, fui taxada apenas uma vez, paguei a taxa e deu tudo certo. Agora vou comprar mais ainda com a remessa conforme. Os preços são bons , as mercadorias são de primeira qualidade, a rapidez da entrega internacional é ótima. A Shein nacional precisa melhorar muito a logística de entrega, demora muito, o que me deixa sempre com receio da compra nacional.",sadness,positive
"O APP era muito bom, porém agora apresenta alguns bugs. Tem opção de trocar o endereço após a compra, o que era muito bom, porém agora não funciona mais mesmo tendo a função. Também não é possível cancelar o pedido, mesmo em fase de processamento. Sempre compro e uso a função de troca de endereço, sou do nível mais alto. Mas agora com esses bugs me faz repensar sobre usar o APP. Além disso é praticamente impossível conversar com o suporte ao cliente. O atendimento é feito só por um bot automáti",disgust,negative
"Péssimo, separaram meu pedido em 2 pacotes. Um chegou atrasado, o outro foi roubado durante o transporte. Fiz o manifesto nos Correios, informei a Shein no aplicativo e simplesmente eles não fazem o reembolso. Tentei de todas as maneiras, cliquei em itens de devolução, falei com o altamente informado ""serviço de atendimento ao cliente"" e nada. Uma falta de respeito, organização e principalmente falta de consideração com o cliente.",anger,negative
"Eu realmente amo muito a shein, amo comprar pois sei que é confiável. O problema é: o valor das taxas. Quando compramos algo menos de 100 reais, as taxas são literalmente 200, um absurdo! E recentemente eu tinha comprado umas coisas e simplesmente cobraram taxa. Sendo mais caro que o valor das compras. Resolvam isso.",anger,negative
"A APP para mim era das melhores para compras, mas tem deixado a desejar, pois os benefícios são cada vez menos, desaparecem com os jogos que é o que mais dá pontos, o check in também reduziram os pontos...enfim assim vão perder clientes. Pois assim como se fala bem e divulga uma APP depressa as pessoas irão começar a criticar e deixar de comprar.",disgust,negative
"Eu amava esse aplicativo, sempre comprei, porém, agora minhas compras estão sendo todas taxadas. Não comprem aqui, a taxa de importação é um absurdo, as vezes 50% do produto, que se torna um prejuízo enorme se você quer que sua compra chegue no prazo. As vezes você pensa em comprar uma roupa para um evento, porém vem uma taxa absurda e você é obrigado a pagar caso queria a roupa na data de entrega. Horrível, péssimo mesmo.",anger,negative
"Adoro a proposta da Shein, a variedade de produtos que oferece, o preço e a plataforma. O grande problema aqui, são dois: 1.A dívida brasileira que precisa ser quitada e o governo estar utilizando dos impostos de importação pra isso. 2.E o desgosto das lojas brasileiras com o app, por estarem tendo essa concorrência nos produtos e com um valor bem mais acessível. A fiscalização aduaneira está recolhendo bem mais do que o aceitável, o que acaba fazendo os clientes da Shein desistirem de comprar.",anger,negative
"Até agora só coisas positivas, gostei de tudo, e a estrutura do app é muito boa, com várias possibilidades de ganhar pontos e cupons. Única dica que tenho pra colocarem a opção modo escuro disponível, é bem ruim à noite ficar com o app todo branco no rosto. Fora isso a Shein é definição de BBB, Bom, Bonito e Barato. Espero muito que continue assim 💖",happiness,positive
Bom já comprei várias vezes na shein! Porém dessa última vez fiz um pedido de um kit de formas de pizza que seria 3 de números deferentes mais só chegou uma a de número maior! Chateada por pagar e não receber o produto completo a primeira vez que aconteceu espero que seja a última!,sadness,positive
"Produtos muito bons e preço maravilhoso, mas tudo internacional agora tem que pagar mais para alfandega aqui, paga pelo produto e paga o mesmo valor basicamente pra eles, o barato e bom está saindo muito mais caro do que o normal, gastei minhas economias e agora perdi os produtos e dinheiro 😤 Aconselho pelo menos avisarem isso junto do frete, não imaginava ter que pagar algo a mais junto do frete, ter que pagar algo que não imaginava e injusto não vale a pena comprar",anger,negative
"É um aplicativo bom e confiável, fácil de usar e bem organizado às roupas são de boa qualidade e sempre chega rápido, o frete sempre tem o mesmo valor, a única reclamação que eu tenho é em relação aos cupons que são raramente a parti 50 ,mas tirando isso esse aplicativo é excelente.",happiness,positive
"O app simplesmente não esta abrindo, ta dando falha. Porém, ainda continua encaminhando notificações como: fazer check in, lives etc. Amo comprar na shein mas ta impossível. Tenho um pedido pra receber e não posso acompanhar pelo aplicativo e caso haja algum problema com o pacote, não vou poder recorrer por causa desse problema. Por favor, melhorem.",disgust,negative
"App ótimo pra comprar, não comprei mais devido às taxas excessivas que estão sendo aplicadas. Vira e mexe dou uma olhada no app pra ver se algo interessa, o problema é AS FOTOS DAS AVALIAÇÕES NÃO CARREGAM, não é problema de rede ou atualização, em qualquer lugar ou ponto da casa isso acontece. Às vezes carregam no início e depois não carregam mais, isso acontece somente com as fotos das avaliações. Por favor, arrumem isso 😊",disgust,negative
"Até hoje não tive problemas com a Shein app super prático,os valores das peças são ótimos. Sempre avisam quando acontece atrasos nas entregas na plataforma mesmo. Eu sempre acompanho o rastreio no próprio app e mais o rastreador dos correios. Até agora só elogios por isso 5 estrelas.",happiness,positive
"Eu comprei até agora, pra uso pessoal, duas camisas polo e quatro bermudas jeans; duas bermudas e dois shorts. Uma bermuda azul e uma preta, a preta veio muito justa, apesar de ser o mesmo produto. Recentemente comprei dois shorts jeans que deviam ter 40 cm de comprimento ambas mas vieram com 60 cm. Vou deixar de comprar bermudas e shorts por causa disso!",fear,negative
"Gosto muito da shein, mas o Brasil está sabotando a shein de propósito, unicamente com o objetivo de favorecer as lojas nacionais, realizei uma compra de 86,00 e fui taxada em 52,00, isso não é proporcional, quase o valor da compra, resultado? não vou comprar nada mais na shein,vou desinstalar o app, e não sou a única, metades das minhas amigas já fizeram isso,assim como minhas irmãs, e muita gente que conheço, se for para pagar caro de tributos, prefiro ir diretamente no shopping.",anger,negative
"Gosto do app, tem peças lindas e baratas, mas duas coisas tem me incomodado: 1. Lojas que colocam um preço muito baixo em produtos só para aparecer entre os + baratos, porque nenhuma das variações disponíveis tem o valor da vitrine. E é uma mudança de preço gigante, tipo: 19,90 na vitrine contra 120,00 quando você coloca no carrinho 2. O excesso de regras para uso dos cupons. Outro dia eu tinha 25 cupons diferentes e nenhum servia para minha compra.",disgust,negative
"Eu uso o app já faz 2 anos mais ou menos, sempre teve a taxa de frete, até aí tudo bem, porém está um absurdo essa nova taxa, fui fazer uma compra de 300 reais e quando fui finalizar para a minha surpresa estava dando nada mais, nada menos que 479,00 reais, um absurdo ! 179 reais a mais do que o valor original! Uma lástima, amava o app, mas infelizmente vou parar de comprar",anger,negative
"Otimo app, coisas lindas e de qualidade, mas tem uma coisa que me incomoda, eu não entendo porque o carrinho tem um limite! Na verdade poderia até ter limite, mas pelo menos põe um limite de 500, né, porque o meu carrinho está cheio e eu vejo várias coisas que me agradam mas não posso adicionar no carrinho, pois eu ja atingi o limite! E isso me incomoda MUITO!",anger,negative
"Gente eu amo esse app. A Shein consegue ter uma instabilidade incrível, que outros app de compras não têm. Acho as funcionalidades eficientes e intuitivas, é possível salvar os itens em listas que podem ser divididas em categorias, gosto muito disso pois facilita na hora de encontrar algum item que salvei para comprar depois. Nunca tive nenhum problema com o app, espero que continuem assim!",happiness,positive
"Tão perfeito, amor a primeira vista, várias coisas baratas. E fora que ganhar pontos em dólar é muito bom. Algo que poderia melhorar. 1° Não podemos diálogar com o vendedor, pois seria essencial. 2° Muita burocracia ao tentar resolver item que falta na encomenda 📦 3° Produto que não especificam tamanho, quantidade, vidro, plástico ou litro, É muito ruim interpretar uma imagem.",sadness,positive
"A Shein é realmente um app maravilhoso de compras, mais de uns tempos pra cá comprar na Shein tem sido INSUPORTÁVEL, em compras de valor mínimo (abaixo de 50 reais por exemplo) eles tem cobrado taxas de taxamento altíssimos maiores até q o valor da compra o que é um absurdo, e quando é pra cobrar o SEU dinheiro é um trabalho do satanás (desculpem a palavra) Sinceramente? Decepcionada.",anger,negative
"Eu não sei o que está acontecendo, mais ja vai ser a segunda compra que faço que meu pedido da problema, muita demora para enviar, e no final nem enviam. Isso é muito frustrante! Espero realmente que eu consiga realizar mais compras 😪",anger,negative
"Na minha primeira compra. Chegou uma informação dos correios. Cobrando uma taxa. Sendo que meu pedido seria gratuito o frete. Mediante o valor x. Então, eu preciso de esclarecimentos. Alguém, por gentileza. Vi aqui que não nos informaram sobre produtos nacionais. Que poderia ser taxado. Apenas o valor. E pronto, o frete seria grátis. Pois, prefiro o reembolso. Me sentindo enganado. Eu achava que tinha achado uma fonte de investimento. Mas me sinto frustrado.",disgust,negative
"A shein está péssima me causando muito transtorno compro nas promoções daí sou taxada ao menos o app deveria proporcionar para o consumidor a chance de comprar no mesmo valor, mais não fica nessa de não resolver, sem contar na demora dos produtos que compro quando tem frete grátis! Decepcionada com o atendimento com toda a raiva que estou passando, se fosse para comprar caro eu compraria no Brasil.",anger,negative
Minha experiência com a shein tá sendo uma das piores nesse momento. Toda vez que eu vou reclamar do meu pedido o aplicativo trava. A shein já foi uma das melhores ! Estou decepcionada e também não dá suport e ao cliente. Fui taxada em uma compra pequena horrível... nota 1,anger,negative
"O aplicativo é bom mas eu vou dar 3 estrelas pq é super intrusivo, você instala o aplicativo e já vem recebendo um bando de email e notificações sem parar. Nem dei permissão para mandar no meu email. Tem que se descadastrar e tirar as notificações. Fora isso, serve bem.",sadness,positive
"Eu antigamente gostava da shein porque eu poderia comprar as coisas e não ser taxada, hoje em dia tá péssimo eu pedir umas coisas mais de R$49,00 e ainda fui taxada quando chegou em Curitiba, sem contar da demora de 1 mês ou 2 meses para chegar na minha cidade, espero que os criadores do app melhorem esses casos não só de mim, mas de muita gente que teve esse mesmo problema que eu. Peço para os criadores que resolvam esse problema que só tá dando prejuízo para nós brasileiros.",disgust,negative
"De uns tempos pra cá o app está com muita instabilidade, as imagens das avaliações dos usuários não carrega. Isso que sempre atualizo as versões e meu celular tmb está sempre atualizado",disgust,negative
"A SHEIN , è um app muito bom , tem vàrias opções de produtos que podemos escolher , enfim... No momento só fiz 2 compras , a primeira veio tudo certo mas na segunda me decepcionou pois não vieram todos os produtos , o problema è que tem um perìodo um pouco longo para entender o que aconteceu , essa questão poderiam melhorar . Mas tirando isso è um app òtimo , mesmo tendo o limite para não ser taxada è um òtimo app , sò fazer a divisão e ter cuidado e atenção na hora de finalizar a compra .",sadness,positive
"O App era mto bom era perfeito! Mas dps de uns anos começou a taxar muito, eu nunca fui taxada e agora toda vez q compro algo taxa!! N importa se foi 2 produtos ele taxa! Por isso não recomendo mais a shein ela era perfeita mas agr ela presta mais ent n baixem espero q os desenvolvedores vejam uma forma de voltar ao normal ai eu volto aq e boto 5 estrelas",anger,negative
"Tive minha primeira e última experiência com a Shein, comprei umas coisas, algumas chegaram porém eles não manda status de entregue até deixaram um pacote com meu vizinho e eu só soube pq ele me entregou, e as demais coisas conta estraviado em armazém, agora tento rembolso pelo próprio aplicativo e não consigo, péssimo atendimento, e as roupas vendidas não são grande coisa, algumas só são bonitas por foto",disgust,negative
"Eu amava comprar na Shein,mas desde o começo do mês venho tendo problemas com minhas compras, os produtos internacional,todos com valores entre 2 a 20 reais,foram taxados, e mesmo depois de pagar a bendita taxa,o produto continua parado. Já as compras Nacionais, demora muito pra enviar, pra depois de uns 10 dias esperando,eles cancelaram. Decepcionado,o app já foi bom um dia. Pena que não posso mais dizer o mesmo.",disgust,negative
"Péssimo serviço de atendimento ao cliente, principalmente para resolução de problemas. Minha compra veio com itens faltando mas a cobrança continua a mesma. Alguns min que demorei para responder e já encerram o atendimento manual e não consigo abrir mais.",disgust,negative
"21/09/23 - Vejo muita gente reclamando do valor de frete, de pontos que some, de taxas e etc... Pessoal no governo atual ""acabou com a isenção de impostos"" para compras Internacionais, então não há o que reclamar da Shein não!! Se for fazer compras internacionais serão taxados independente de valor!! Os pontos expiram e isso dá para vc verificar lá no App, sobre o frete tem o vlr limite para você conseguir o benefício, leiam antes de executar suas compras, obs TAXA NÃO TEM NADA A VER C/ FRETE!🙄",neutral,neutral
"Fiz três pedidos os três estão atrasados,mas o pior é meu vestido de noiva que pede pra pagar o correio para liberar mais 200,00 e na compra do vestido que foi 239,00 não falava dessa taxa . não consigo nem cancelar pra pegar o reembolso e comprar outro e meu casamento tá chegando .falta de respeito com os clientes . só não comprei na shopee porque não tinha.la não dá esses problemas quero meu vestidoooooooo ou meu dinheiro de voltaaa😠😡🤬",anger,negative
"Super chateada com esse aplicativo. Sistema de pontos muito falho (somem do nada), não tem nenhum canal de comunicação com o vendedor (ISSO É PÉSSIMO), entrega SUPER DEMORADA, sem condições nenhuma esperar um mês pra receber um pacote. E o pior de tudo é não ter como pedir reembolso ou fazer devolução do produto enquanto ele não chegar. 🙄 Um absurdo e um descaso. Não compro mais!",anger,negative
"Compra coisas nessa loja vai fazer um ano e nunca tive problemas é um ótimo app, no entanto estou tendo um pequeno obstáculo nas compras de produtos brasileiro com relação ao frete, pois mesmo batendo o valor do frete gratuito, o valor do frete ainda é cobrado. Em suma o app é ótimo, espero que observem esse detalhe antes de finalizarem a compra.",sadness,positive
"O aplicativo é bom e tem muita coisa barata, vou dá um tempo nas compras até decidirem esse negócio de taxação, porque os valores estão fora do normal, tem coisa que está um absurdo.. totalmente fora do que o foi empregado. A taxação não era só 60% até 250,00 e 17% nos valores a baixo, está vindo boletos absurdos em pequenas compras.",fear,negative
"O app tá excelente, tudo bem organizado, mas claro que poderia ter como colocar aqueles tópicos do início focado no usuário, porque só tem mais tópicos focados para mulheres.",sadness,positive
Comprei um produto e foi taxado na fiscalização aduaneira e eu que tenho que pagar sem conta a demora que foi para me avisarem meu pedido ainda está lá parado nunca mais compro nada na shein a shopee e bem melhor eles tem todo custo de taxa só pago pelo produto e no máximo o envio na shein tive que pagar o produto o envio e agora a taxa da fiscalização uma falta de respeito com o consumidor nota 0 para este app nunca mais compro nada aqui.,anger,negative
"O App é muito bom, possuí ótimos produtos e promoções mas falta um item q é indispensável: comunicação. É muito difícil conseguir se comunicar com o suporte e o autoatendimento não resolve problemas, apenas mostra a lista de perguntas e respostas,mas às vezes precisamos atendimento de um atendente e .. nada. Faz dias que tô tentando solucionar um problema com meus pedidos e até agora sem comunicação nenhuma.",disgust,negative
Muito bom(ótimo) e também tem muita coisa boa nele material coisa que acho que nenhum outro aplicativo tenho fora que chega tudo certinho em casa em todas as vezes que compra mas de 100 só uma veio com defeito recomendo bastante pra quem não gosta de sair de sua casa para comprar coisas que precisa vende de tudo material bolsas produto de skin Care roupas maquiagem plantas artificiais e decoração para seu quarto e tudo que você quiser recomendo demais shein,happiness,positive
"Poderia ser o app perfeito as roupas são ótimas, o único problema é quando as compras são taxadas, na minha opinião quem deveria pagar as comprar taxadas era o próprio aplicativo 🤡 Não paguei minha compra que foi taxada pq não conseguir criar a conta do correio, nem tive tempo de ir no correio, era pra ter chegado em junho, a gente não tem como pedir reembolso se a comprar não chegar🤡 mas com alguns meses eles devolve (👈nem isso eles explica) mas acabei de receber o meu agora 12 de setembro",disgust,negative
"Melhor app de compras sem dúvidas, principalmente nas datas especiais. Amo demais ❤, porém com essa taxa de importação fica mais difícil de fazer compras, porém a maravilhosa shein ajuda a gente com 50% do valor da taxa, fora os pontos que ajudam a economizar muitíssimo. Tem como não amar um app completos desses?",happiness,positive
"Comprar na shein tá cada vez mais complicado, a nacional então só me faz passar raiva quando eles não mandam um produto com defeito mandam faltando peças eu preferia mil vezes a versão da sheik internacional se continuar assim vou deixar de comprar na shein.Já me sacanearam duas vezes se eu fazer mais uma compra na shein BR e vim faltando ou danificado vou desinstalar esse app.",anger,negative
"O app é bem legal,vi várias coisas lindas p comprar mas eu tenho uma reclamação a fazer! Eu tinha juntado pontos a um tempo e estava com mais ou menos 864 pontos,mas essa semana no dia 7 eu abri o aplicativo e quando fui fazer o check-in tinha perdido os pontos voltei a ficar com 93 pontos! espero que dêem um jeitinho nisso,se n fosse isso daria 5 estrelas 👍",sadness,positive
"Um dos melhores apps de compra online os produtos são de excelente qualidade quando é internacional, já nacional os produtos nem sempre vem da cor ou do jeito que escolhemos... Então eu opto sempre por internacional pela qualidade dos produtos ... Esse app eu recomendo, ele é muito bom.",happiness,positive
"Fiz minha primeira compra este mês e estou esperando chegar, bom só vejo ótimos comentários sobre o app então comecei a comprar. É super fácil de encontrar o que deseja dá pra ganhar vários pontos pra obter desconto, mas acho que poderiam dar mais cupons com frete grátis. Mal fiz minha compra, dá pra comprar algo que o preço é em conta porém com o frete fica caro. Fora isso acho que é perfeito!",sadness,positive
"Cada dia que passa, a sheim da um jeito de nos fazer perder a oportunidade de usar os pontos e ainda sim ter frete grátis, triste isso, pois juntei muito pontos para usar em uma compra específica e agora não posso por conta desses ocorridos que a plataforma tem feito. Deixando de usar a SHEIM hoje mesmo e só voltarei quando o app ser como antes.",disgust,negative
"Gosto muito de fazer compras através da APP, mas tem duas coisas que não gosto. Acho chato quando se vai á pesquisa procurar algo e muitas das vezes diz que não corresponde a nenhum artigo, e tento simplificar ao máximo. Não sei sou a única mas o jogo do carrinho simplesmente desapareceu",sadness,positive
"A primeira vez fiz uma compra e me decepcionei muito, comprei um conjunto de 99,90, quando chegou na alfândega de Curitiba recebi um e-mail cobrando o frete de 50,60, sendo que no Ato da compra o frete é grátis. Propaganda enganosa, falta de respeito com o consumidor. Deveriam informar logo o frete, não recebi meu produto. Nunca mais compro nesse App. Desinstalando..",anger,negative
"Eu quero tratar sobre pedidos que foram taxados, cancelar inclusive além de demorar atualizar status e passar do prazo que era dia 14, quando clico em opção de cancelar item, esses itens não aparece na relação de produtos, somente os que já foram entregues, dificultando mais ainda o atendimento, não consigo falar com nenhum atendente porque precisa selecionar os produtos antes e a única opção que aparece disponível pra eles é sobre rastreio e avaliação como se tivesse recebido. Eu quero cancelar",disgust,negative
"Pra mim tem sido um dos melhores aplicativos de compras, tudo muito simples e resumido, surper organizado, até o momento só tenho recomendações excelentes tanto do aplicativo, quanto dos produtos.. Faço minhas compras mensais e semanais e até agora deu tudo super certo.. Surper recomendo podem baixar e comprar sem medo. Produtos com qualidade excelente, aplicativo completo em produtos, gente tem de tudoooo..",happiness,positive
"O aplicativo está péssimo ultimamente, atrasos nas entregas, anúncios com valores falsos, no anúncio está um valor quando vc vai fazer a compra o valor é maior do que o do anúncio, está horrível, fiz uma comprar para fazer o ensaio de aniversário da minha filha e o pedido está desde o dia 15 sem nenhuma atualização e eles dizem que tem que esperar! Total decepção.",anger,negative
"Aplicativo é muito muito bom, porém está com um problema que eu clico para vizualizar as fotos das avaliações e simplesmente não abre, e as vezes as fotos somem. Pensei que poderia ser a internet, mas todos os meus aplicativos funcionam normalmente. Menos a shein.",sadness,positive
"Digamos que é o melhor app de compras online, mas como nada é perfeito tem um único problema e é a shen não vender camisas de times, acessórios e outras coisas de time. Mas fora isso é um ótimo app!",sadness,positive
