content_traduzido,sentiment,sentiment_polarity
o aplicativo ficou muito instavel depois que tentou integrar funcoes com outras plataformas uso tanto o app no celular quanto a versao para pc que roda no edge os carregamentos de mensagens privadas e de stories ficaram prejudicados fora isso parece que a qualidade das funcionalidades extras de criacao conteudo melhorou significativamente foi otimo terem inserido os links nos stories,sadness,positive
o aplicativo em si e perfeito as pessoas ficam por dentro do que esta acontecendo no dia a dia do brasil e do mundo porem ultimamente o aplicativo veio apresentando varios bugs em relacao a carregamento quando voce entra em um perfil por alguma marcacao algum comentario fica lento e carregando infinitamente sem parar os videos tambem bugam ficam lentos derepente as vezes o aplicativo tambem nao notifica as mensagens de diversas pessoas por horas tirando isso app maravilhoso,sadness,positive
realmente o aplicativo tem o enredo de se comunicar com pessoas e alem disso pode publicar seu dia a dia a qualquer momento um aplicativo que muitas pessoas nao viveriam sem alem de filtros efeitos especiais e muito mais e ainda tem musicas de todos os gostos todo o spotify esta la para os storys publicacoes reels lives muito bom saber que aos poucos esse app que alguns anos atras nao era tudo isso esta evoluindo muito rapido parabens maos aplaudindo,happiness,positive
o aplicativo em si e bem construido e pratico e particularmente amo mas ultimamente vem apresentando muitas falhas erros para eu postar stories por exemplo preciso reiniciar meu celular apagar a memoria do cache do app muitas vezes nem isso funciona fico chateada com o estresse que passo para compartilhar um simples storie isso ja faz meses atualizo o aplicativo nada se resolve,sadness,positive
eu gosto muito do aplicativo ja a algum tempo que o uso e nunca me deu grandes problemas bugs mas ultimamente tem acontecido varios como por exemplo os audios dos destaques ficam mudos passado um tempo quando quero remover uma foto de um dos destaques a foto e eliminada sim mas se eu sair do aplicativo e voltar a entrar foto continua la tirando isso o aplicativo otimo so precisaria destas melhorias obrigado,sadness,positive
recentemente muitos bugs tem aparecido ultimamente minhas fotos e videos que tiro pela camera do instagram nao tem sido salvas na galeria do celular apenas na galeria do instagram ao desinstalar o app todas as fotos que tentei salvar apareceram mas ao instalar novamente tudo voltou a nao salvar muito esquisito tambem tem o bug das musicas,disgust,negative
o instagram ta indo de mal a pior nesses ultimos tempos o suporte nao corrigi erros e bugs da plataforma essa semana minha conta simplesmente parou de exibir musicas e so deixou as que o proprio instagram recomenda musica de piano e artistas que ngm nunca ouviu falar mesmo com app atualizado muitas das novas ferramentas nao funcionam ou nao foram adicionadas a minha conta minha experiencia com app sempre foi otima mas ultimamente esta sendo pessima,anger,negative
eu adoro o aplicativo mas ultimamente anda dificil pois algumas funcoes basicas estao dando bugs como os stories que nao carrega e algumas postagens de caixinhas como aquelas que dia fotos da sua primeira semana de setembro nao funciona as figurinhas para fazer repostagem ja atualizei o aplicativo e agora parece que so piorou como trava e algumas mensagens nao chega fica indisponivel coisas faceis de serem arrumadas mas estao dando prioridades vou acabar desistindo,disgust,negative
o app esta tao bugado que nao consigo simplesmente abri lo toda vez e a mesma coisa o instagram apresenta falhas continuamente mesmo meu telefone tendo o so compativel android nao ha nada que mude a situacao e sim ja tentei todas as solucoes possiveis desde limpar cache excluir os dados do app instalar e desinstalar ao reiniciar entre diversas coisas mas nada,disgust,negative
no comeco estava normal o uso do app porem depois de um tempo comecou a bugar por exemplo eu tento colocar musica nos storys e nao tem como nao aparece a opcao para colocar musica e isso me atrapalha muito porque eu gosto de postar muitas fotos tentem resolver isso por favor esta me atrapalhando muito e nao quero ter que desinstalar o app,disgust,negative
amo o insta uso pouco mais ainda sim o utilizo bastante e a um bom tempo ja e uma das minhas piores experiencias ta sendo essa ano atualizacoes atrasadas ou falta de atualizacoes nao atualiza por nada os storys tanto a qualidade das fotos videos ta uma bost sobre as musicas e bem recente sla o insta tem um bug nenhum musica aparece isso ja faz mais de uma semana ta um lixo isso,anger,negative
amo o instagram mas como tds os app s ele tem bugs e falhas e nesse caso eu venho tendo esses bugs com mta frequencia smp q posto um storie ele buga e nao me deixa ver qm visualizou ou quando eu vou tentar editar a foto ou nome de um destaque ele simplesmente congela a tela nao muda nd repito o processo nunca muda smp dou na sorte p tentar editar ate msm na criacao de novos destaques isso acontece desligo ligo minha internet n resolve espero que arrumem isso obg,disgust,negative
eu uso o instagram ta com anos e la pra nao tinha esse negocio de nota de acelerar o audio de colocar musica na nota e tudo ate q eu acho legal isso mas porem devia atualizar o todo mundo pq so algumas pessoas por exemplo meu ta com mas mes sem aparecer essa nota e olhe la se nao for mas eu tento atualizar n vai uma colega minha disse com um tempo atualiza esse tempo nao chega so isso gente a muito bom aplicativo pessoa fazendo gesto rosto embriagado,sadness,positive
esse aplicativo esta cada vez pior nao conseguia postar reels nao importa a qualidade da internet dizia que nao havia conexao agora pra ajudar consigo conectar em dispositivos simultaneamente os programadores deviam se concentrar em consertar esses bugs e absorver mais funcionalidades plagiadas de outros apps,anger,negative
a experiencia do usuario de android no instagram tem sido pessima alem das limitacoes que o aplicativo ja apresenta em relacao a precisar cortar as fotos de uma forma que prejudica a mesma agora o app deu pra bugar distorce todas as fotos nao mantem o recorte que gente escolhe fazer quando e mais de uma foto em um so post resolvam isso,anger,negative
o aplicativo era otimo agora esta pessimo muitos bugs nao consigo adicionar musicas nos meus storys e tbm nao consigo ouvir nos storys dos meus amigos sem contar que ultimamente esta travando muito e muitas mensagens nao sao entregues no momento correto por favor solucionem isso esta me incomodando demais estou extremamente insatisfeita,anger,negative
amo o aplicativo o design e o objetivo mas vive dando erro tenho duas contas e sempre quando app atualiza em uma conta e na outra nao oq estranho pq estao no mesmo celular so as contas que sao diferentes as musicas no recado que foram da atualizacao funcionam em uma conta na outra nao diz a musica que vc escolheu pode nao estar disponivel em todos os paises mas na outra conta funciona normalmente esses bugs podiam ser resolvidos,disgust,negative
o app tem uma infinidade de possibilidades porem esta apresentando muitos bugs ultimamente os stories nao me permitem compartilhar conteudos nao carregam e para conseguir postar preciso de varias tentativas ate conseguir que seja postado ta dificil gente e preciso um suporte e corrigir essas falhas seja para uso pessoal profissional ou afins necessario que o app flua nao prejudique a nossa saude mental,disgust,negative
uso esse app desde e sinceramente a cada mes que se passa com atualizacoes novas vem me deixando mais e mais decepcionado mensagens desaparecendo no chat sao uns dos maiores problemas e demoram pra aparecer depois algumas pcoes que aparecem pra alguns usuarios nao aparecem pra outros exemplo musica no perfil de usuario interface bugando sempre mensagens nao carregando entre outros problemas estou quase optando por baixar uma versao antiga decepcionante,disgust,negative
de tempos em tempos atualiza pra pior ou somem funcoes ou elas vao parar em outro lugar de forma que dificulta a localizacao dessas funcoes atualiza pra uma coisa melhor e ai de repente volta e nao funciona mais aquela funcao desde que a meta assumiu o app vem acontecendo bugs ridiculos da muita raiva usar agora mesmo n da mais pra acelerar msg audio sendo que essa tinha sido uma otima atualizacao e agora nao tem mais,anger,negative
o app esta muito ruim estou em palavras esta com varios bugs minha filha nao esta conseguindo acessar a propria conta eles nao corrigem os erros as musicas do perfil dela nao sendo atualizada estao todas desatualizadas e tem nenhuma em portugues apenas em ingles internacionais e sao conhecidas ela sabe o que fazer o instagram como antes,anger,negative
o app funcionava normalmente mas de uns dias pra ca eu e varios usuarios nao estamos conseguindo colocar musica nos storys ou publicacoes ao pesquisar qualquer musica aparece musica nao encontrada e isso e horrivel porque agente que cria conteudo se prejudica ao postar alguma coisa sem tentem arrumar o mais rapido possivel,disgust,negative
ola gostaria de relatar um problema com o meu instagram nao consigo adicionar musicas as minhas publicacoes sempre quando tento pesquisar musicas nao aparecem resultados sendo que antes funcionava ja tentei resolver este problema porem nao consegui nos storys por exemplo eu consigo adicionar musicas as minhas postagens porem quando se trata de publicacoes ja e possivel peco o retorno da equipe responsavel por isso por gentileza,disgust,negative
como posso comecar bem eu acho que o instagram era um app bom no comeco mas comecou varios bugs e travamentos quando eu vou colocar uma foto nao vai a musica de jeito nenhum e entre esse tem varios problemas como quando enviamos mensagens pra alguem primeiro que as vezes a mensagem desejada nao vai,disgust,negative
estou com problemas no meu instagram esta apresentando instabilidade como se eu nao tivesse conexao com internet porem a minha internet esta otima e funcionando bem em app semelhantes no momento nao carrega foto nem conversa nao consigo olhar o feed de noticias isso e muito estranho primeira vez que me acontece e tambem esta aparecendo muita propaganda enganosa paga no meu story meu feed deposite receba de volta ou apostas em aplicativos desconhecido,disgust,negative
app cada dia mais ruim e permitido todo tipo de conteudo pornograficou pessoas semi nuas rebolando basta pesquisar ou ver nos status ou reels e nao acontece nada agora se vc usa linguagem ou qualquer fala que desrespeita a diretrizes do app vc core o risco de perder a conta ser suspenso ultimamente os app estao dessa forma onde os conteudos inadequados sao permitidos e nao terao nenhuma consequencia,anger,negative
abri pelo menos reclamacoes ja exclui varias vezes o app e reinstalei e nada muda eu nao consigo mais publicar story com mais de segundos todos eles ficam picados exemplo tem segundos eles dividem meu story em partes ja cansei de abrir chamado e nunca nem analisaram nao sei mais oq fazer desanima do mesmo jeito que abri varios chamados pois meu direct nao mostra as mensagens novas automaticamente toda vez eu tenho que entrar no direct atualizar manualmente para aparecer,anger,negative
app com muitas falhas ultimamente principalmente falhas nos stories e nos reels fiz um post a mais de uma hora e ele consta como postado a alguns minutos o que tem abaixado muito a visualizacao da minha pagina comercial alem de que quando faco um reels ele trava e nao salva nao consigo postar com facilidade ja desinstalei atualizei nada cada atualizacao deixa o app pior corrigam os bug precisamos do instagram,disgust,negative
excelente desde que surgiu o instagram abandonei as demais redes sociais ela se tornou util versatil e principalmente sociavel sempre busca novas possibilidades e suas atualizacoes sao constantes o algoritmo que ainda e um misterio rsrs mas nada que nao possa melhorar rosto chorando de rir coracao vermelho,happiness,positive
a experiencia de uso do instagram esta pessima cada dia pior uma quantidade exagerada de anuncios irrelevantes que mesmo marcando para nao ver continuam aparecendo nao mostra as publicacoes das pessoas que sigo e fica aparecendo apenas publicacoes sugeridas que mesmo silenciando continuam aparecendo,anger,negative
sempre gostei do instagram mas ultimamente sao so bugs atras de bugs por exemplo enviamos e recebemos mensagens e muitas vezes elas nao ficam visiveis no momento so passado algum tempo os stories publicados no dia a dia e os que estao nos destaques nao se conseguem abrir nao dao para ver por varias vezes esta cada vez pior com mais bugs a cada atualizacao piora em nada melhora mas seria otimo conseguirem resolver todos esses rapidamente,disgust,negative
tem varias funcoes que nao aparecem mais nao aparece para eu colocar musica na bio do meu perfil mas minha amiga consegue eu nao consigo escolher a foto que quero postar por albuns ou seja se eu quiser uma foto antiga que esta em um album especifico vou ter rolar a tela ate achar e quando entro num site pelo instagram quando volto o instagram buga e fica todo branco so mudando quando reinicio,disgust,negative
problemas especificos tecla nao consigo mais escolher musicas ao criar meus stories tecla nao consigo mais ouvir as musicas nos stories de outras pessoas isso tem sido frustrante pois a musica e uma parte importante da minha experiencia no instagram e essas funcionalidades eram uma maneira divertida de interagir com os posts de amigos e criadores conteudo nos stories peco encarecidamente que voces investiguem esse problema trabalhem para resolve lo o mais rapido possivel att eujeciel,disgust,negative
simplesmente o instagram esta com bug eu entre outras pessoas tambem nao estamos conseguindo adicionar musica aos stories nem gravar conteudo nao sei mais o que eu vou fazer pois o instagram e unico meio de trabalho e decepcionante ver em que algumas coisas melhora em outras nao simplesmente pessimo rosto deprimido,anger,negative
ta cada vez mais complicado usar esse aplicativo toda semana um bug diferente agr todas as minhas postagens que tem musica estao sem pois aparece que nao tem a permissao do instagram music de um dia pro outro some tudo sem eu ter ativado ou desativado nada a parte de nostas nao aparece a opcao de colocar musica hoje perdi um reels por conta disso,disgust,negative
tantos bugs pra arrumar e so inventam coisas sem sentido pra esse app querem colocar tudo dentro de um unico lugar ta ficando horrivel de mexer muitas coisas dao erro outras tantas nao sao funcionais quer ser tudo e esta sendo nada de nada pelo menos o basico tem que funcionar com excelencia tanto pra ios quanto android mas nem isso entregam cada dia pior e musica em stories que falha compartilhamento reels so seg selecao contas que funcionam outras nao etc,anger,negative
o app em si e muito bom nao presenciei nada que posso reclamar porem acho que o aplicativo deveria proibir a possibilidade de captura de tela nos storys e publicacoes por exemplo passei por uma situacao muito desconfortavel onde uma pessoa capturava meus storys e postava em outra conta acho que isso deveria ser avaliado pois alem de ser injusto um crime resto o aplicativo otimo viciante apenas nessa parte poderiam haver melhoras,sadness,positive
o meu instagram esta bugado quando vou escolher uma musica para uma publicacao nao aparece nenhuma musica nem nas minhas publicacoes e nem na de ninguem porem tenho uma conta secundaria que esta normal aparece todas as musicas e tudo mais na minha principal nao aparece nada so aldio indisponivel espero que isso se resolva logo por enquanto vou da estrela brilhante pesso que o instagram tome as devidas providencias pois nao sou o unico a esta sofrendo com esse bug,disgust,negative
a muito tempo que nao sei oq e coloca uma musica de minha escolha nos stories sempre pesquiso e nao aparece nada so consigo colocar as sugeridas trabalho com divulgacao dos meus trabalhos e tbm nao consigo compartilhar o stories do instagram no facebook mesmo a opcao estando ativada vai de jeito nenhum aguento mais esses bugs diariamente preciso responder clientes compartilhar stories de colegas trabalho as abas demoram pra carregar quando carregam,disgust,negative
o app esta simplesmente horrivel de um tempo pra ca nao to conseguindo colocar musica no meu storys por exemplo quando vou procurar uma musica diz q nao ta disponivel sem falar nas mensagens q me mandam e nao mostra a notificacao no celular tentem melhorar isso ou infelizmente vou ter q desinstalar,anger,negative
a atualizacao de colocar musicas nas notas nao atualizou pra mim ja tentei por diversas vezes atualizar o aplicativo encerrar o login e depois voltar forcar parada fiz tudo e mesmo assim o aplicativo nao atualizou a funcao tambem ja entrei em contato com suporte duas vezes mas nao tenho respostas,disgust,negative
o aplicativo esta horrivel ja mandei varias mensagens para o suporte e eles nao dao nenhum retorno as musicas que pesquiso para colocar nos stories de fotos aparecem indisponiveis so tem umas musicas que nunca ouvi na vida musicas de piano o instagram ja foi bem melhor,anger,negative
eu queria saber porque tem umas funcao desse app q nao esta disponivel para todo por exemplo a funcao de notas nao esta disponivel pra mim ja relatei esse problema e mesmo assim voces nao fizeram nd pra poder ajudar e um app muito bom porem vc ligam pra ajudar nois usuarios do intagram se for colocar uma funcao acho q ela deveria esta disponivel para todo voce tao provando que vcs prefere algumas pessoas e outras desculpa se ofendi voces mais ta na hora de mudar isso,disgust,negative
bom o app mas na parte de aplicar temas no privado deveria ter a opcao de colocar da galeria do celular nao tem tantos temas bons mas se tivesse a opcao de colocar da nossa preferencia da galeria do aparelho era bem melhor essa dica atuacao espero que nas proximas essa opcao ja esteja presente,sadness,positive
o instagram e otimo um aplicativo incrivel mas agora com essas novas atualizacoes ta dificil tem varios celulares que demora um seculo para atualizar tem alguns que nao adianta o tempo que leve de atualizar nao vem as novas atualizacoes agora essa atualizacao de musica nas notas tem muita gente nao aparece mesmo atualizando sempre varias pessoas ja a atualizacao e algumas digo isso porq ate hoje atualizou o meu,sadness,positive
o app esta muito ruim depois de algumas atualizacoes apresentado problemas como nao consigo salvar foto antes de postar quando salva a foto ja postada ela fica com a qualidade horrorosa na galeria demora muito pra salvar videos e fotos esta horrivel so o meu esta assim nao e possivel,anger,negative
instagram e otimo porem esta com bugs deste a ultima atualizacao agora eu posto um stori nao carregar e nao posta fora que posta so alguns storys ta horrivel por favor arrume isso depois dessa ultima atualizacao ta cheio de bugs instagram arrume isso fora que nao consigo posta musica que eu escolho,disgust,negative
o aplicativo era bom agora tem muitos bugs como o da tela branca e esta acontecendo um bug chato onde as notificacoes do icone do coracao ficam sumindo a seguranca e pessima pois muitas pessoas estao sendo hackeadas e de vez em quando fica aparecendo excesso de anuncios em apostas dinheiro etc eu nunca interagi com nada disso,disgust,negative
estou sem reels a duas atualizacoes atras acho um aplicativo otimo bem funcional mas caramba ja tem um tempo q so consigo assistir os reels se eu entrar na conta q postou a aba de reels simplesmente desapareceu da minha conta principal o mais bizarro e isso q na minha conta tem normal fora o fato de que quando fiz meu ultimo post a musica ficou toda bugada parando e iniciando sozinha aiai instagram aiai,disgust,negative
o app e bom mais de ums dias para ca vem dando um bug eu tento escolher uma musica mas diz que nao tem resultados so aparece as musicas que o proprio app indica sao musicas chatas enfim espero que esse problema seja resolvido logo,sadness,positive
se nao e problemas no instagram eu ja nao onde e mas mesmo instalado eu nao consigo achar o app na tela do celular so consigo entrar pela play storie e toda vez que tenho que postar algo tenho que entrar na play storie ja tentei atualizar o app consegui resolver nada se alguem le meu comentario souber como resolver me avisa obrigada,disgust,negative
o instagram esta muito bugado para mim nao salva minhas fotos automaticamente eu tenho que reiniciar o aparelho para aparecer na galeria nao consigo organizar meus destaques pois se eu tiro algum storie de um dos destaques logo ele esta de volta nao sei o porque por favor corrija isso pois eu gostei muito do app tem muito a oferecer,sadness,positive
nao e uma critica e sim uma ideia ao repostar um video ou reels no story temos aqueles segundos do video que pegam sempre desde o comeco minha sugestao seria poder escolher qual parte do reels passar e nao so os primeiros segundos algo como uma linha do tempo que pudessemos editar deixar os segundos de nossa escolha,neutral,neutral
mais um problema ao tentar recuperar minha conta do instagram apos ser assaltado e ficar sem dispositivo meus dados foram todos alterados e sobra a impossivel opcao de logar atraves de um aparelho que ja tenha logado ja havia reportado que nao conseguia conectar contas facebook meta instagram e nenhuma resposta foi dada a minha conta do instagram sempre foi utilizada pelo mesmo mail precisam melhorar,disgust,negative
ele ja foi bom uma vez mas agora ta tudo horrivel eu nao consigo salvar as fotos as novas atualizacoes nao aparece para mim eu nao consigo colocar musica no perfil por exemplo aquele negocio dos stories sua vez eu consigo usar ta mais funcionando para mim sinceramente o instagram ta bom,disgust,negative
o instagram era muito bom porem agora esta aparecendo muitos bugs nao tem mais musicas conhecidas eu ja estou sem paciencia com o instagram eu ja fiz de tudo mas nao deu em nada e minha conta e pessoal eu ja mudei para ver se funcionava mas nao deu certo e foi so comigo que aconteceu mas varias pessoas se o instagram continuar assim ira ter mais usuarios porque esta muitos bugs tem que concertar,disgust,negative
a experiencia que estou tendo nao e das melhores parece que esta dando bugs no aplicativo so ontem tive de desativar e ativar o aplicativo umas x para ter acesso porque o aplicativo tem ficado com a tela escura quando tendo acessa lo vou ter de fazer isso agora pois esta apresentando o mesmo problema,disgust,negative
o aplicativo e muito bom realmente mas nesses ultimos dias criei uma conta secundaria e as musicas brasileiras nao aparecem nem em pesquisas de musicas tbm se der para vcs resolverem este problema agradeco recomendo o app alem de algum bugs tbm,sadness,positive
o instagram esta apresentando muitos bugs ja tentei relatar o suporte mais nao resolveram um problema que eu to tento e com as musicas que nao estao aparecendo estao aparecendo musicas que nao tem nada a ver com a musica eu pesquiso to conseguindo postar foto com musica no feed alem de outros bugs,disgust,negative
estou ha pelo menos semana com problema nas musicas tanto dos stories dos outros que aparece como indisponivel e na hora de postar stories so aparecem musicas aleatorias genericas as musicas conhecidas sumiram e nao reaparecem de jeito nenhum,disgust,negative
o app anda bem ruim ultimamente cheio de bugs e falhas tento postar fotos nos stores e ele simplesmente some como se eu nunca tivesse postado nada outro problema tambem e na hora de salvar as fotos ele n anda salvando as fotos acabo perdendo muitas por conta disso,disgust,negative
com contas vinculadas ao escolher uma musica em uma delas nao consigo explorar as que quero so vem musica que nao conheco e na pesquisa nao aparece as conhecidas so em duas das contas vinculadas e a primeira vez que tenho esse tipo de problema,disgust,negative
o instagram ta praticamente um horror nao sei se e para tds mais n da mais para escutar as musicas das publicacoes fotos esta cheio de falhas ultimamente nao e possivel mais publicar uma foto cm a musica que vc quer so mostra umas internacional mo nada a ver ultimamente nem uma estrela o instagram esta merecendo ele esta lotado de falhas e bugs,anger,negative
ja a dias que nao consigo colocar musicas so aparecem musicas aleatorias de piano e as que pesquiso nunca aparecem alguem consegue resolver isso mais alguem com o mesmo problema ja desinstalei e voltei a instalar e o problema mantem se,disgust,negative
gosto do app mas vem apresentando bugs e dificuldade de funcionamento ja estou a um tempo sem conseguir colocar musicas brasileiras em qualquer uma das postagens as musicas boas nao aparece ja tentei de tudo e isso desanima na hora de criar um conteudo,disgust,negative
o aplicativo esta horrivel nao consigo colocar as musicas que gosto nos meus stories pq nao consigo achar na barra de pesquisa so tem musicas aleatorias ou musicas de piano e isso ta incomondando muito so espero que arrumem isso em breve,anger,negative
gosto do insta mas nao esta aparecendo as musicas nos stories nem no reels e eu tenho conta pessoal normal nao acho nenhum musica fica aparecendo q n foi encontrado qd pesquiso ja atualizei o app desinstalei e instalei dnv limpei o cashe tudo nada resolve,anger,negative
seria estrelas mas depois que o instagram vinculou com outros aplicativos e atualizar algumas coisas comecou a dar bugs do nada simplesmente as minhas musicas nao estao aparecendo so aparece musicas que eu nunca nem vi a qualidade das fotos pessima quando eu por favor resolvam isso eu nao quero ter que apagar o aplicativo,disgust,negative
estava muito bom porem agora nao quer aceitar as musicas nas fotos as opcoes que aparecem para por nos storys e apenas as de sugestoes n consigo pesquisar e nas fotos do feed nem aparecem musicas achei pessimo,anger,negative
adoro o aplicativo mas sempre tem um probleminha diferente pra reclamar nao consigo utilizar a caixinha sua vez nao consigo adicionar musica a nota ja atualizei ja desinstalei e reinstalei o aplicativo e otimo pena que sempre da um problema,sadness,positive
ultimamente o aplicativo esta ocorrendo varios erros exemplo a musica nao esta aparecendo opcoes de musicas relevantes como musicas em portugues nao estou conseguindo mais postar storys por conta da musica que esta ocasionando erros arrumem isso,disgust,negative
eu ja estou a dias com um bug chato em que eu nao consigo colocar musicas com direitos autorais nos meus storys minha conta nao e uma conta comercial e uma conta pessoal simplesmente ridiculo uma plataforma tao grande dessa com esse tipo de falha tambem o botao de colocar musicas nas notas nao aparece mas embaixo aparece mensagem falando a musica que voce escolheu pode estar disponivel em alguns paises por favor resolvam isso logo ja estou de saco cheio dessas falhas no app,anger,negative
o aplicativo esta mais de uma semana com problemas nao consigo ouvir musicas em stores e tmb nao consigo colocar nenhuma musica no meu stores simplesmente todos os cantores que tento nao vai ja abri pedidos no suporte e nada nenhum solucao,disgust,negative
adoro o instagram mas nesses ultimos dias o instagram nao esta tendo opcoes de musicas conhecidas por mim e sim de musicas totalmente desconhecidas me impossibilitando de postar meus storys com musicas do meu gosto gostaria saber se e so o meu e por que estar assim quando irao resolver isso,disgust,negative
o instagram ta horrivel nao consigo colocar musicas nos storys e nem no feed porque o instagram bugou do nada nao tem suporte de falhas mandei e ate hj ninguem resolveu o problema so consigo colocar musicas na nota e nos storys feed se for colocar tem q ser aquelas musicas ridiculas q eles mandam queremos musica brasileira internacional como antes,anger,negative
esta com audio indisponivel isso ja ta faz tempo nao voltou ate agora e tbm vou postar uma foto nos story nao aparece a musica quando vou pesquisar so aparece musica que nunca vi na vida entrar resumindo instagram ta deixando de adesejar ja exclui pra ver se volta ao normal e nao volta isso ja ta muito chato vamos arrumar logo isso ai pfv,disgust,negative
o aplicativo nao permite a visualizacao de storys recentes e chega ate mesmo a bloquear a permissao de ver os q vc esta marcado sendo que o perfil original sequer me bloqueou ou me proibiu de ver ha um atraso perceptivo horas ate chegada uma notificacao do horario que ela realmente aconteceu via direct principalmente ha tambem notificacoes fantasmas fulano reagiu aos seu story sendo que nem ha story postado por minha parte,disgust,negative
ultimamente ta sendo bugs atras de bugs meu numero de seguidores sempre fica alternando com seguidores pra cima e pra baixo ex de do nada cai pra horas depois volta horas depois volta sem contar que nao consigo mais acrescentar musicas nos story e nem co sigo escutar as musicas dos stories dos seguidores,disgust,negative
nao sei oq realmente esta acontecendo com o instagram de uns dias pra ca nao consegui escolher as musicas pra colocar na fotos vou pesquisar e simplesmente nao aparece a musica que eu quero eu adorava o instagram mais por conta desse bug estou deixando de gostar tratem de mlhr pfvr pois logo vao perder o seu publico,disgust,negative
usa normalmente ate pouco tempo atras ate que de repente sumiu o rells se eu limpo cache e armazenamento volta a aparecer essa opcao mas logo em seguida o problema retorna edit troquei de aparelho e o rells nao aparece no lugar do icone aparece coracao vi relatos de muitas pessoas com esse problema que tem a ver com a conta em si e nao com aplicativo mas isso frustrante por nao haver solucao,disgust,negative
nao consigo fazer destaques nem visualizar destaques alheios fora que fica salvando as imagens no rolo da camera mesmo com essa opcao desabilitada nao ha a opcao salvar stories nos itens arquivados as publicacoes que eu curto se descurtem sozinhas fora que esta um parto para editar reels quando coloco efeitos o video fica todo travado,disgust,negative
era muito bom no comeco mas depois comecou ocorrer pequenos problemas como por exemplo os storys eu nao consigo a dias colocar uma musica da minha preferencia e aparece so musicas aleatorias que eu nunca vi na vida creio que nao esteja acontecendo isso so comigo melhorem polegar para cima pele morena clara,anger,negative
muitos bugs sempre que vou fazer um post o app fecha do nada postei um reels e quando fui assistir a terceira vez entrou um filtro amarelo no video nao sei como quando posto foto nos stories e coloco uma figurinha a imagem fica super borrada,disgust,negative
um app que desde sempre conta vantagem para quem usa iphone ja no android e uma deslealdade sem precedentes app buga trava nao responde nao e possivel editar um video curto de segundos e nao tem haver com questoes de hardware um jogo sujo sempre em beneficio do iphone derrubam a qualidade das fotos ridiculo,anger,negative
apliicativo ta ficando horrivel ta bugando do nada sem motivo nenhum o meu vai fazer uma semana que bugou e nunca entendi o motivo simplesmente nao ta aparecendo as musicas de jeito nenhum um dia desses meu direct tinha bugado nao tava aparecendo as mensagens de jeito nenhum agora esse negocio da musica e ainda por cima demorando horrores para carregar as mensagens do direct ou outra coisa e nao minha internet porque vezes eu to pra enfiar o celular no roteador nada,disgust,negative
o instagram ta com um bug horrivel nao sei se e so com o meu mais quando eu vou posta storys nao aparece nenhuma musica que aparecia antes mais nao aparece mesmo nem pesquisando os nomes das musicas simplesmente tem e isso que me da odio pois o app era otimo e dunada vem esse bug consegui posta mais storys com umas musicas q eu gosto so aparecem algumas sem graca ingles isso muito triste pois um app tao bom aparece um bug desse que me impede de posta storys eu quero rosto chorando aos berros,disgust,negative
sempre postei fotos no feed utilizando musicas mas recentemente essa opcao sumiu parcialmente pois quando seleciono apenas uma foto a opcao de colocar a musica aparece mas quando seleciono varias essa opcao some ate o layout do app muda e um problema recente pois ate meu ultimo post foi com diversas fotos e com musica e agora simplesmente nao possivel fazer esse tipo de postagem,disgust,negative
uso o app de maneira profissional primeiro ele nao funciona corretamente ao que se propoe corta qualidade de fotos e videos alem de as vezes aleatoriamente gerar bugs e o pior voce pode ter k seguidores o instagram entrega seu conteudo somente a deles isso se tudo der certo quer ser entregue pague e um absurdo pessoas que queriam ver meu conteudo nao verao,anger,negative
gosto muito porem precisa de correcao e maior suporte nao consigo mudar a foto de capa de reels ja postados aparece todas as opcoes certinho aperto em concluir diz q foi concluido e nao altera,sadness,positive
gostaria de que na publicacao tivesse a opcao de colocar legendas antes de postar se tem essa opcao nos reels storys e videos em geral quando voce posta apenas fotos a unica coisa que da para editar e filtros mas legendas voce nao tem essa escolha gostaria que a plataforma disponibilizasse essa opcao eu agradeceria,neutral,neutral
o aplicativo e ate bom mas as vezes fica na hora que vou seguir alguem ou ate mesmo curtir algo aparece um limitamos a frequencia com que voce pode usar alguns recursos para evitar o uso indevido tente novamente mais tarde eu espero um bom tempo mas esse mais tarde nunca chega eu fiquei um dia inteiro tentando lidar com esse problema ou esse bug mas agora nao consigo mais ja tentei pesquisar sobre so que nada ja ate desliguei e liguei meu celular varias vezes e nada tambem,anger,negative
bom o app nao esta funcionando normalmente apresenta varios bug principalmente quando a gente troca de celular que reinstala nao entra mesmo ditando a senha correta e quando a gente coloca q esqueceu senha e tenta criar outra nao vai pq esta dando erro olha sinceramente esse app esta horrivel mesmo apresentando bugs toda hora chega ficar chato isso,anger,negative
o app e bom e eu uso muito mas ouve um problema a dias na hora de postar stories nao aparece as musicas aparece mas musicas antigas e desconhecidas nao de artistas famosos como the weeknd ou lana del rey musicas populares eu desinstalei instalei novamente nao mudou nada ja mudei a senha nada espero que me ajudem,sadness,positive
estou muito chateada com o aplicativo e tudo que envolva essa empresa vamos comecar por aqui nao tem um suporte bom quando o aplicativo apresenta falhas simplesmente nao resolvem nada meu instagram esta sem musicas so aparecem musicas que eu nao desejo escutar e sao horriveis por sinal fixem isso e desgastante utilizar um aplicativo assim voce pesquisa qualquer coisa na lupa obtem o que deseja,disgust,negative
