content_traduzido,sentiment,sentiment_polarity
super chateada com esse aplicativo sistema de pontos muito falho somem do nada nao tem nenhum canal de comunicacao com o vendedor isso e pessimo entrega super demorada sem condicoes nenhuma esperar um mes pra receber um pacote e o pior de tudo e nao ter como pedir reembolso ou fazer devolucao do produto enquanto ele nao chegar rosto com olhos revirados um absurdo e um descaso nao compro mais,anger,negative
compra coisas nessa loja vai fazer um ano e nunca tive problemas e um otimo app no entanto estou tendo um pequeno obstaculo nas compras de produtos brasileiro com relacao ao frete pois mesmo batendo o valor do frete gratuito o valor do frete ainda e cobrado em suma o app e otimo espero que observem esse detalhe antes de finalizarem a compra,sadness,positive
o aplicativo e bom e tem muita coisa barata vou da um tempo nas compras ate decidirem esse negocio de taxacao porque os valores estao fora do normal tem coisa que esta um absurdo totalmente fora do que o foi empregado a taxacao nao era so ate e nos valores a baixo esta vindo boletos absurdos em pequenas compras,fear,negative
o app ta excelente tudo bem organizado mas claro que poderia ter como colocar aqueles topicos do inicio focado no usuario porque so tem mais topicos focados para mulheres,sadness,positive
comprei um produto e foi taxado na fiscalizacao aduaneira e eu que tenho que pagar sem conta a demora que foi para me avisarem meu pedido ainda esta la parado nunca mais compro nada na shein a shopee e bem melhor eles tem todo custo de taxa so pago pelo produto e no maximo o envio na shein tive que pagar o produto o envio e agora a taxa da fiscalizacao uma falta de respeito com o consumidor nota para este app nunca mais compro nada aqui,anger,negative
o app e muito bom possui otimos produtos e promocoes mas falta um item q e indispensavel comunicacao e muito dificil conseguir se comunicar com o suporte e o autoatendimento nao resolve problemas apenas mostra a lista de perguntas e respostas mas as vezes precisamos atendimento de um atendente e nada faz dias que to tentando solucionar um problema com meus pedidos e ate agora sem comunicacao nenhuma,disgust,negative
muito bom otimo e tambem tem muita coisa boa nele material coisa que acho que nenhum outro aplicativo tenho fora que chega tudo certinho em casa em todas as vezes que compra mas de so uma veio com defeito recomendo bastante pra quem nao gosta de sair de sua casa para comprar coisas que precisa vende de tudo material bolsas produto de skin care roupas maquiagem plantas artificiais e decoracao para seu quarto e tudo que voce quiser recomendo demais shein,happiness,positive
poderia ser o app perfeito as roupas sao otimas o unico problema e quando as compras sao taxadas na minha opiniao quem deveria pagar as comprar taxadas era o proprio aplicativo rosto de palhaco nao paguei minha compra que foi taxada pq nao conseguir criar a conta do correio nem tive tempo de ir no correio era pra ter chegado em junho a gente nao tem como pedir reembolso se a comprar nao chegar rosto de palhaco mas com alguns meses eles devolve dorso da mao com indicador apontando para a esquerda nem isso eles explica mas acabei de receber o meu agora de setembro,disgust,negative
melhor app de compras sem duvidas principalmente nas datas especiais amo demais coracao vermelho porem com essa taxa de importacao fica mais dificil de fazer compras porem a maravilhosa shein ajuda a gente com do valor da taxa fora os pontos que ajudam a economizar muitissimo tem como nao amar um app completos desses,happiness,positive
comprar na shein ta cada vez mais complicado a nacional entao so me faz passar raiva quando eles nao mandam um produto com defeito mandam faltando pecas eu preferia mil vezes a versao da sheik internacional se continuar assim vou deixar de comprar na shein ja me sacanearam duas vezes se eu fazer mais uma compra na shein br e vim faltando ou danificado vou desinstalar esse app,anger,negative
o app e bem legal vi varias coisas lindas p comprar mas eu tenho uma reclamacao a fazer eu tinha juntado pontos a um tempo e estava com mais ou menos pontos mas essa semana no dia eu abri o aplicativo e quando fui fazer o check in tinha perdido os pontos voltei a ficar com pontos espero que deem um jeitinho nisso se n fosse isso daria estrelas polegar para cima,sadness,positive
um dos melhores apps de compra online os produtos sao de excelente qualidade quando e internacional ja nacional os produtos nem sempre vem da cor ou do jeito que escolhemos entao eu opto sempre por internacional pela qualidade dos produtos esse app eu recomendo ele e muito bom,happiness,positive
fiz minha primeira compra este mes e estou esperando chegar bom so vejo otimos comentarios sobre o app entao comecei a comprar e super facil de encontrar o que deseja da pra ganhar varios pontos pra obter desconto mas acho que poderiam dar mais cupons com frete gratis mal fiz minha compra da pra comprar algo que o preco e em conta porem com o frete fica caro fora isso acho que e perfeito,sadness,positive
cada dia que passa a sheim da um jeito de nos fazer perder a oportunidade de usar os pontos e ainda sim ter frete gratis triste isso pois juntei muito pontos para usar em uma compra especifica e agora nao posso por conta desses ocorridos que a plataforma tem feito deixando de usar a sheim hoje mesmo e so voltarei quando o app ser como antes,disgust,negative
gosto muito de fazer compras atraves da app mas tem duas coisas que nao gosto acho chato quando se vai a pesquisa procurar algo e muitas das vezes diz que nao corresponde a nenhum artigo e tento simplificar ao maximo nao sei sou a unica mas o jogo do carrinho simplesmente desapareceu,sadness,positive
a primeira vez fiz uma compra e me decepcionei muito comprei um conjunto de quando chegou na alfandega de curitiba recebi um e mail cobrando o frete de sendo que no ato da compra o frete e gratis propaganda enganosa falta de respeito com o consumidor deveriam informar logo o frete nao recebi meu produto nunca mais compro nesse app desinstalando,anger,negative
eu quero tratar sobre pedidos que foram taxados cancelar inclusive alem de demorar atualizar status e passar do prazo que era dia quando clico em opcao de cancelar item esses itens nao aparece na relacao de produtos somente os que ja foram entregues dificultando mais ainda o atendimento nao consigo falar com nenhum atendente porque precisa selecionar os produtos antes e a unica opcao que aparece disponivel pra eles e sobre rastreio e avaliacao como se tivesse recebido eu quero cancelar,disgust,negative
pra mim tem sido um dos melhores aplicativos de compras tudo muito simples e resumido surper organizado ate o momento so tenho recomendacoes excelentes tanto do aplicativo quanto dos produtos faco minhas compras mensais e semanais e ate agora deu tudo super certo surper recomendo podem baixar e comprar sem medo produtos com qualidade excelente aplicativo completo em produtos gente tem de tudo,happiness,positive
o aplicativo esta pessimo ultimamente atrasos nas entregas anuncios com valores falsos no anuncio esta um valor quando vc vai fazer a compra o valor e maior do que o do anuncio esta horrivel fiz uma comprar para fazer o ensaio de aniversario da minha filha e o pedido esta desde o dia sem nenhuma atualizacao e eles dizem que tem que esperar total decepcao,anger,negative
aplicativo e muito muito bom porem esta com um problema que eu clico para vizualizar as fotos das avaliacoes e simplesmente nao abre e as vezes as fotos somem pensei que poderia ser a internet mas todos os meus aplicativos funcionam normalmente menos a shein,sadness,positive
digamos que e o melhor app de compras online mas como nada e perfeito tem um unico problema e e a shen nao vender camisas de times acessorios e outras coisas de time mas fora isso e um otimo app,sadness,positive
na hora de comprar e excelente pagar ok mas se faltar um item ou mais vai ficar faltando os clientes vao perder e isso e muito chato entrar no perfil suporte nem adianta que nao resolve por que eu queria respostas sobre item que nao recebo e nao tenho exatamente os itens que falta nao dar opcao pra reclamar e quando entra em contato com a loja a loja fala que quem resolve e o app e agora se pudesse por aqui o nome da loja eu colocaria,anger,negative
roupas de qualidade entrega rapida entregam na data estipulada por eles ate mesmo antes devolucao bem simplificada nao tive problemas com devolucao so prestar atencao qto ao tamanho algumas lojas principalmente nacionais brasileiras nao tem os tamanhos exposto de forma simples precisa ter paciencia pra achar onde colocam as tabelas de tamanhos gosto muito das roupas desse app,sadness,positive
gosto bastante da shein vc so tem que ter paciencia para procurar as roupas que mais combinam com voce tem alguns pontos a melhorar mas nada muito absurdo uma dica e vc fazer compras ate reais para nao ser taxado e acumular pontos so entrar em pontos e resgastar todos os dias esses pontos vaeiam se acordo com o dia e ir em garotas clicar mo pincel e postar duas fotos separadas vc ganha pontos por fotos totalizando por dias so em garotas nunca tive problemas com a shein,happiness,positive
varios bugs na plataforma quem usa sabe filtros que nao funciona corretamente pessimo canal de contato com suporte deveria ter uma opcao com oportunidade de revisar o comentario pelo menos uma vez com algumas regrinhas de tempo pra edicao avaliar as compras pelo app e pessimo geralmente sai tudo auto completando e escrevendo errado meio bagunca e falta coisas que a shopee vende e a shein nao tem,anger,negative
antes era excelente agora com essas novas atualizacoes ficou horrivel de mexer recebi uma mensagem no suporte ao abrir da erro e nao consigo ver arrumem esse bug ja atualizei o app e mesmo assim continua o erro tbm ta dificil de falar com alguem no atendimento ao cliente digito de tudo depois de quase meia hora que da a opcao de agente contato arrumem esses bugs ta insuportavel mexer no app,anger,negative
sou fiel admiradora da shein nao so pelos precos mas como tambem pelo carisma que tem em vender no site uma infinita variedades de produtos tudo muito bem distribuido nas categorias tambem ha incentivo para quem ja comprou dar opinioes sinceras sobre os produtos para facilitar quem estiver comprando sem falar nas promocoes diversos tipos de descontos pontuacoes etc sua forma de fazer marketing e incrivel tem um jeito especial para nos cativar parabens shein,happiness,positive
a shein e excelente tem muita variedade modelos e tamanhos que nao encontrei por aqui e bons precos porem agora que iniciou a taxacao se preparem estao fazendo umas cobrancas na minha opiniao desproporcionais se fosse so o icms tem mais o imposto sobre importacao traduzindo por exemplo de uma compra de ao chegar aqui no brasil taxaram mais pra mim nao vale mais a pena fiquem atentos espero ter ajudado,sadness,positive
ja foi bom compro a anos e ao decorrer do tempo so piora nao tinha problemas agr so me estresso ultima vez que uso varios anuncios falsos comprei produto que era uma coisa no anuncio quando chegou em casa era totalmente diferente problemas com taxa de entrega e a dificuldade de falar com o suporte e inacreditavel fora que agr vc nao consegue um atendimento online mais se tiver um problema com a compra a burocracia e fora de serie pessimo problema atras de problema,anger,negative
que o app e maravilhoso e mas se encontra com diversos problemas eu abro ele normalmente mas quando eu tento clicar em qualquer categoria que seja ele so aparece a tela em branco tenho que apertar vezes pra aba ficar normal e extremamente insuportavel fazer isso toda vez que eu abro o app eu sou a maniaca da shein passa o tempo no app de vcs e ele esta insuportavel com esse problema vou parar de fazer poww,sadness,positive
o filtro de pesquisa deveria ser mais preciso igual o da concorrencia coloco o que quero do meu celular e surge de todos menos o meu fora que tem vendedores agindo de ma fe colocando precos bem abaixo e quando clicamos no anuncio o tamanho da peca esta indisponivel e o que tem o valor e absurdamente maior apesar do produto ser igual,anger,negative
gosto do app e nunca tive problema com compras internacionais porem comprei item do brasil pelo app da m f fitness e veio somente um produto ao inves de dois tentei o suporte ao cliente do app nao te da opcoes nao tem como mandar fotos nao consigo contatar a empresa porem foi na plataforma shein entao a mesma que tem que se responsabilizar ate agora nao resolvi meu problema o app nao funciona na pratica,anger,negative
oi porque toda vez que vou cadastrar meu numero nao da certo toda vez da erro sempre diz assim coloque de caracteres e eu faco tudo certo mais de restante eu acho bom mas eu quero fazer uma compra nunca fiz e quero comprar pela primeira vez,neutral,neutral
aplicativo mt bom precos otimos e roupas lindas claro que as vezes o preco tambem vai definir a qualidade da roupa mas pelo menos tenho a opcao de escolher se quero roupa barata e fubuia ou se quero roupa cara e de qualidade muita variedade ao ponto que agrada todo mundo nao so nos modelos mas tambem em precos e em qualidades como disse acima se adapta ao gosto do cliente mas nao deixa de oferecer suas melhores ofertas muito bom,happiness,positive
o aplicativo e bom nao trava funciona super bem porem tem algumas coisas que precisam melhorar por exemplo quando pesquiso uma roupa masculina aparecem diversas pecas femininas no meio nao e sempre que acontece isso mas e chato outra coisa que e ruim os nosso pontos expiram do que adianta ter pontos se mal da tempo de juntar o suficiente pra termos o desconto bom,sadness,positive
o aplicativo e otimo mas todas as comprar serem taxadas depois dessas novas regulamentacoes que vcs vem fazendo vou parar de comprar e um absurdo tudo isso voce compra uma peca que vc sabe que e aquele valor e a fiscalizacao vem me cobrar quase o mesmo valor me poupem,anger,negative
o app e otimo ate agora em questao de precos e o melhor mas tem um probleminha por exemplo uma camisa custava e um short ja joguei no carrinho e ia comprar quando coloquei o tamanho subiu de pra e de pra ai e frustrante comprei varias camisas e shorts baratinhos quando fui ver no cartao tinha cobrado um horror ai fui rever os precos nos pedidos tava tudo alterados,disgust,negative
fui taxado pedi para cancelar e ficam me mandando para o supirte que nao resolve nada vi que muitas pessoas passaram por esse problema e a shein nao resolveu voce fica pagando faturas sem produto pessimo nao vou mais fazer compras na shein e olha que sempre fazia compras grandes mas me decepcionei fui taxado com quase reais para passar na alfandega e receber meu produto entao desistir e espero o reembolso e ate agora nenhuma solucao,anger,negative
pouco tempo que baixei o app e ja estou com varios problemas alguns pedidos meus estao em atraso outro veio completamente diferente do anuncio o que me deixou muito decepcionada estou com medo de fazer compras novamente na shein o atendimento ao cliente nao e bom vou so esperar um pouco mais para ver se meus pedidos chegam mas eu estava com grandes expectativas com o app infelizmente no momento estou muito decepcionada,fear,negative
essa historia de ficar taxando no correios ta quebrando a shein estou desinstalando o aplicativo algo que era pra ser mais em conta o valor da taxa e a metade do produto comprado nunca vi isso pt obrigada pela desgraca feita mulher decepcionada pele morena clara ja esperava e foi avisado sobre a taxa antes da eleicao,anger,negative
gosto bastante do aplicativo sempre compro as roupas e produtos que sao da shein mesmo poderia melhorar a qualidade poderiam tambem desenvolver cupom de desconto para os produtos nacionais e alguns produtos deveriam ter uma descricao melhor dele para que a gente possa saber exatamente o que ta comprando alguns faltam essas informacoes,sadness,positive
nossa eu amava comprar na shein agora esta perdendo feio para outras plataformas qualquer coisa exclui nossos pontos querem obrigar a gente usar rapido e outra a compra pra frete gratis esta muito alta antes dava pra comprar em varias lojas e ter frete gratis agora precisa comprar o tanto sugerido em cada loja pra frete gratis as coisas estao carissimas esta demorando o dobro para chegar as coisas assim nao tem como continuar as pessoas vao migrar par concorrencia infelizmente,anger,negative
eu amo comprar aqui e de verdade e uma plataforma muito boa raramente trava porem tem deixado a desejar em varios quesito so estao aparecendo pra todo mundo as mesmas roupas e os mesmo estilos quado a gente quer algo diferente sempre que rola a tela as recomendacoes do app sao as mesmas roupas que eu ja vi deveria ser roupas parecidas xom a que eu acabei de ver estao vendendo e mostrando sempre as mesmas roupas e o mesmo estilo de peca pra todos e tiraram a funcao de ver pecas especifica,sadness,positive
tenho tido problemas de taxacao nas minhas ultimas compras internacionais apesar de estarem sempre abaixo dos us a lei passou a vigorar em agosto deste ano a shein nao esta no remessa conforme se sim teriam que criar um mecanismo dentro do app para que compras internacionais abaixo desse valor nao recebam taxacao,neutral,neutral
suporte pos venda horrivel fiz um pedido e veio faltando varios itens e ninguem do aplicativo resolveu meu problema o chat so funciona quando eles querem nao tem a opcao de nao recebi meu produto dentro do app quero que resolvam meu problema,anger,negative
olha app e maravilhoso so que eu pedi o reembolso de dois itens e falou que o reembolso ja foi processado verifique se seu reembolso chegou mas nao chegou nada cara se meu dinheiro nao chegar dentro de dias como diz eu nao compro nada nunca mais pela internet me desculpe mais eu fico triste com essas coisa falou que eu fui reembolsado mais nao chegou nada rosto chorando aos berros rosto chorando aos berros,disgust,negative
amo a shein pq o meu estilo e bem minimalista e la me da umas coisas que ta muito na moda que no caso e do meu estilo e isso me ajuda muito por ser um preco pequeno porem n compro nada porque tenho que ver as avaliacoes mais quando eu puder comprar comprarei por isso vou dar estrelas,neutral,neutral
as opcoes nacionais nao chegam nem aos pes das internacionais nao tem a oferta dos mesmos produtos nem similares minimamente parecidos roupas fitness principalmente e agora com as taxas ficou inviavel de continuar comprando acabou a festa,disgust,negative
peco por gentileza que aumentem a numeracao dos calcados femininos eu amo os tenis da shein mas achar um que de em mim e dificil fico muito triste com isso calco meu pe tem cerca de cm e os calcados sem excessao vao ate cm ou seja ate o numero aqui no brasil esse problema nao e so com tenis tambem se estende com chinelos e sandalias e muito dificil eu conseguir comprar ate hoje so comprei um tenis aqui peco que olhem essa minha sugestao com empatia obrigada,sadness,positive
os descontos ao usar os cupoes sao falsos em um certo valor dos itens do carrinho ira aparecer que poupas te um valor tal mas e mentira iras pagar o valor original dos produtos ao finalizar a compra para envio o bom da shein e que tem muitos produtos baratos e as encomendas chegam na data prevista estou dando estrelas pelos descontos serem falsos mas de resto nada a reclamar a shein tem muitos produtos bons e de qualidade excelente,sadness,positive
a shein ta ficando toda desorganizada e sem controle de qualidade esta com problema no filtro das pesquisas e alguns dos produtos recomendados diz que esta esgotado mesmo nao estando,disgust,negative
esta quase impossivel de comprar algo nesse app ja e a compra que faco que tenho que solicitar o reembolso pois o produto chega a ficar quase dias embalado aguardando envio inclusive fiz uma comprar dia e ate agora nada muito provavelmente vou precisar solicitar reembolso tambem amava comprar na shein mas devido a esses problemas vou desinstalar o app,disgust,negative
o app e muito bom mas o que e ruim e ter q pagar uma taxa pelas compras internacionais as vezes o valor da taxa e maior do q o do produto e pra completar demora muito tempo pra chegar as encomendas,anger,negative
esta a ficar pior para comprar tinhamos os beneficios dos pontos houve uma altura que um dos jogos nao estava a funcionar agora tiraram o jogo de vez o unico que dava pontos a serio vai ser impossivel assim guanhar pontos,disgust,negative
otimo lugar para comprar roupas porem o sistema de pontos que faco todo dia nao esta valendo de nada nao consigo passar de pontos todo dia volta a esse valor mesmo fazendo check in todo dia,sadness,positive
essa plataforma nao tem chat eu paguei vestidos e a loja enviou me apenas pecas preciso de algum contato de a shein pois isso nao esta certo minha primeira compra na shein e isso acontece af eu compro muito no mercado livre e outras plataformas e isso nunca aconteceu,disgust,negative
aplicativo amador e feito pra dar prejuizo se voce nao recebeu o produto ou veio imcompleto e impossivel pedir cancelamento e reembolso nao tem nem opcao de fazer isso na sua compra e se tem e em lugar secreto porque eu nao achei e agora com o roubo do governo se prepara qualquer coisa que tu comprar ja dobra o valor porque e o dobro do que voce pagou que vai dar o imposto,anger,negative
fiz minhas compras dia e ate hj nao recebi nada ainda vem notificacao de entrega anormal sempre recebi certinho porem minhas ultimas compras nada pior de tudo nao aparece opcao de onde foi parar meus pacotes rosto implorando,fear,negative
a relacao com o app nao e dos melhores a primeira compra foi uma bolsa q apesar d ser perfeita veio com um cheiro horrivel a segunda foi a sandalia dos sonhos pedi pelo codigo cn q corresponde ao numero em br veio o numero do codigo e nao o corresponde br por fim comprei duas sandalias com envio nacional achei q chegaria mais rapido mas esta ha dez dias processando sendo q ja entrou no cartao por fim a unica compra q deu certo foi sutias adesivo q ficaram perfeitos,disgust,negative
tive muita sorte nas minhas compras na shein na ultima compra fui notificada do pagamento mais caro do que a mercadoria pra recebe la tem uma quantia que nao foi extrapolada em dolares ainda sim fui taxada,neutral,neutral
primeira vez vejo um app de vendas que quando compramos demais eles bloqueam vcs precisam fazer isso mais nao as pessoas tipo eu ja comecaram a deixar de comprar produtos internacionais em que ate compra de ou menos cobram taxa de quem e otario de fazer isso pois minhas compras estou mandando tudo de volta pessoa decepcionada pessoa decepcionada rosto soltando vapor pelo nariz desinstalando e indo pra shoop,anger,negative
os mini jogos dao erro estao expirados e quando contacto a assistencia ao cliente sao completamente inuteis ja gostei mais,anger,negative
e um aplicativo com muita variedades de produtos mais nao tem cupons de fretes gratis abaixo de reais e o processamento para poder enviar e demorado isso em produtos nacinonais demora ate mais de uma semana para enviar se for comprar para usar em alguma ocasiao tem q comprar com bastante antecedencia,disgust,negative
muitas opcoes porem no momento nao vale a pena fazer compras internacionais pois estao sendo taxada e o valor e quase o mesmo valor da compra compras somente do brasil esta compensando fazer,anger,negative
fiz a compra de itens intencionais e nacionais ate agora os nacionais nao foram processados ja comprei itens intencionais e sempre vem em um curto periodo de tempo sao perfeitos ja os nacionais demoram muito para processar uma falta de compromisso com os clientes,anger,negative
com as taxas da alfandega ta cada vez mais dificil de comprar na shein os produtos nacionais nao sao tao baratos pq em uma peca vc paga de frete e nao e sempre que conseguimos cupom como nas compras internacionais q alem de mais opcoes economizamos muito,disgust,negative
nao presta ja coloquei varios numeros de telefone e nenhum deles nao tem validacao fica pedindo de a digitos ja tentei de varias maneiras e nao consigo concluir o cadastro por conta disso desisti e fui pra concorrencia,anger,negative
so vou dar uma estrela e e pelo fato de precisar pra poder avaliar caso contrario nao daria nenhuma simplesmente pela decepcao o aplicativo e bom e muito facil de comprar mas estou decepcionada porque tive problemas com a minha compra pedi o reembolso e nunca me deram resposta perdi dinheiro e nao querem ressarcir nunca mais compro nada aqui,anger,negative
o aplicativo e muito bom as roupas e acessorios dao bonitos n darei estrelas pois e muito dificil de encontrar livros pra ler alem disso acho que deveriam descrever melhor alguns tamanhos nas roupas gosto bastante pois vem com saquinho onde pode guardar sua roupa ou acessorios ou ate outra coisa e n demora muito em semanas ja chega outra coisa que m gosto sao os comentarios as pessoas comentam antes mesmo de chegar o produto alem de n abrir pra testar nos n conseguimos sabe muito sobre,sadness,positive
quando me indicar um achem e eu hesitei um pouco depois eu abatido aplicativo e hoje no so comprou na chain roupa acessorios realcado eu ainda nao comprei mas eu indico chega tudo muito bem rapido muito bem embrulhado as coisas que eu comprei estou satisfeita com a chain super indico achem para quem quiser comprar ja comprei pecas internacional e chegou em perfeito estado comprei umas camisetas umas camisas de manga longa internacional show muito bem em balada muito bem protegida,happiness,positive
fiz uma compra internacional com um valor baixo e era um objeto pequeno leve e foi taxado fiz uma compra nacional e faz uma semana que esta sendo processado o pedido se tivesse como cancelar ja tinha cancelado shein cada dia pior infelizmente polegar para baixo,anger,negative
toda mulher sonha estar arrasando em seus looks com um preco que cabe em seu bolso e a shein realmente foi criada para nos trazer estilo e sofisticacao com qualidade e seguranca aqui encontramos as melhores pecas desde o look para aquela festa como o passeio no parque aqui temos a certeza que nunca iremos errar na hora que for andar com estilo e elegancia obrigada shein por proporcionar a nos mulheres um sonho em um unico aplicativo que cabe na palma da mao coracao vermelho,happiness,positive
esta taxando tudo perdi um valor muito alto de compras por que fui taxada x seguidas e nao vou pagar taxa pois nao acho justo perdi o dinheiro e a burocracia pra poder conseguir ele de volta e muito grande e estressante mesmo assim nao recebi odio polegar para baixo,anger,negative
shein mudou meu modo de ver compras online gracas a essa plataforma eu nao consigo mais parar de comprar e nem de recomendar espero que dure por muitos anos pois enquanto durar estarei comprando,happiness,positive
infelizmente esta ficando complicado comprar na shein internacional minimas compras sendo taxadas ate de valores inferiores a reais dolares cada vez mais perdemos a liberdade de escolha de onde comprar com bom custo beneficio e somos obrigados a comprar aqui nas gigantes do varejo que superfaturam os valores em pelo menos tres quatro vezes os produtos pasmem que eles importam entao pra eles milionarios e facilitado a importacao e pros consumidores dificultado,anger,negative
ja ajudou muita gente a ter produtos de melhor qualidade e com valor acessivel no brasil mas agora com a taxacao isso se tornou inviavel por favor coloquem pelo menos uma taxa fixa para podermos ter nocao do que vamos pagar no momento da compra e nao depois que ja estiver no brasil,disgust,negative
amava comprar na shein mas ultimamente esta deixando muito a desejar aos poucos esta se tornando a shopee rsrs somente coisas nacionais se eu quisesse comprar roupa do brasil eu mesma iria em alguma lojinha do meu bairro pela formacao pra comprarmos nacional e pela onda de taxacao esta perdendo cliente credibilidade e respeito pelo mal posicionamento,anger,negative
a shein e um otimo aplicativo de compras mais acho que ela tinha que melhorar em algumas coisas por exemplo bijouterias nao e um excelente produto mareia muito rapido essa e apenas minha opiniao,sadness,positive
estou tendo muita dor de cabeca com minhas compras uma dificuldade terrivel pra poder entregar entrega uma coisa e falta outra uma enrolacao uma mentirada um entregador entre e outro diz que nao me achou em casa e eu esperando nem se quer me ligou nao consigo fazer uma reclamacao com facilidade quando eu receber os produtos comprados nao compro mais nada aqui pois nao tem so esse app pra comprar e eu estou odiando super horrivel e desrespeitoso com os clientes,anger,negative
o app e bom tem otimos produtos de qualidade porem nao tem variedades de produtos o suficiente para agradar o publico que queira comprar coisas poderia ser melhor espero que vcs desenvolvedores melhorem esse app de compras e resolva esse problema tirando isso opp e bom,sadness,positive
muito bom precos otimos com otimos produtos basta voce saber compra los direitinho recomendo a sua encomenda chega no prazo certo e o aplicativo e bom nao trava no meu dispositivo e e super acessivel,happiness,positive
a plataforma e boa so que nao tem tantos produtos quanto na shopee porem e melhor que a mesma no quesito frete pois acima de r o frete sai gratis enquanto na shopee o frete geralmente e mais caro que os produtos,happiness,positive
pessimo pela primeira vez fiz uma compra nesse aplicativo e fui taxada paguei no pix o valor e depois de tudo feito estao me cobrando de novo muito cuidado ate agora nao resolveram o meu problema quero reembolso,anger,negative
era otimo ate comecar a taxar tudo que compro uma compra de reais tive que pagar mais de reais a mais recente as outras entao absurdo quando tinha o minimo compensava comprar,disgust,negative
compro sempre e tem bons produtos so nao vou mais comprar importados porque fica preso na alfandega e nao e justo ter que pagar mais caro do que ja paguei em produtos pois ja deveria constar o valor no ato da compra e nao consigo fazer o cancelamento porque nao tem opcao esse e o lado ruim da shein nao tem atendimento ao acrescentar agora o servico de entrega mudou e uma compra que chegava em dois dias num raio de km hoje demora dias e nao entregam desanimei,anger,negative
melhor aplicativo de comprar nacional e internacional surpe recomendo em falar dos pontos e cupons que ganhamos de desconto nas compras compro muito e nunca veio nada errado chega as vezes antes do prazo previsto e sempre veio certinho do tamanho cor modelo eu ameii experimentem,happiness,positive
antes o app estava excelente agora nao compensa mais comprar com as taxas que sao cobradas quando chega em curitiba e o valor e mais alto do que o preco da compra fiquei muito triste com tantas taxas que tem que ser pagas devia ter um aviso que determinado valor seria taxado na alfandega,disgust,negative
uso shein a mt tempo na verdade ha alguns anos gosto de td tem mt variedade de roupa acessorios tem de td e produtos de otima qualidade mas o que esta acontecendo que estao com umas taxas absurdas de caras fui comprar umas lingeries a compra deu reais com os descontos dos pontos e o cupom caiu fui finalizar estava conto taxa de td e mais um pouco ai fica complicado cobram taxa pra td agora ai chega na alfandega taxa tbm,anger,negative
roupas bonitas e acessiveis pra quem vai comecar a usar se atentem a sempre ler as avaliacoes e ver as fotos reais dos produtos antes de finalizar a compra que nao tem erro,happiness,positive
certamente um dos melhores aplicativos de compras on line arrisco afirma que nao se arrependeram ao efetuar quaisquer compras no site sobre tudo cuidado com as taxas rosto risonho com olhos sorridentes entretanto a shein retornara um reembolso de do valor pago da taxa,happiness,positive
fiz a compra de tres produtos pelo aplicatvo e so recebi dois produtos no aplicativo esta que eu recebi os tres na arremessa conjunta mais eu so recebi dois liguei para reclamar nao adiantou fiquei no prejuizo se a empresa realmente entregou e eu nao recebi entao o produto foi desviado no percurso de qualquer forma fiquei no prejuizo e a empresa nao se importa,disgust,negative
eu estava amando comprar na shein no inicio estava tudo certinho os produtos entregue dentro do prazo nao tinha problema com pontos ou frete gratis agora pelo amor de deus ta me dando dor de cabeca estou quase desistindo de comprar nessa loja,anger,negative
fiz uma devolucao faz dois meses ate agora nao recebi meu reembolso ja entrei em contato varias vezes nenhuma resposta tive perdi um valor em dinheiro muito grande pois fiz a devolucao tudo certo e ainda chegou no armazem deles porem nada do meu dinheiro,disgust,negative
o app esta apresentando muitos problemas nao atualizar os status dos pedidos ja atualizei o aplicativo e nao os meu pedidos nao chega na data marcada sempre chega atrasado nao consigo rastrear pelos correios na verdade o aplicativo ja foi bom hj em dia nao e mais,disgust,negative
fiz duas compras e ate hoje nao entraram em contato comigo para me entregar segundo pedido segundo o rastreador esta na distribuidora alfandega eu ja paguei produto e gostaria de receber ou pelo menos o dinheiro que paguei,disgust,negative
o aplicativo e perfeito e seguro no caso da encomenda nao vir e so voce chorar mentira voce pode fazer reembolso do seu dinheiro e voltar a e encomodar estou dando estrelas por conta da taxa ser um absurdo em encomendas a baixo preco,sadness,positive
o aplicativo e otimo chega tudo certinho e se voce quiser trocar a maioria dos produtos pode alem disso em casos de reembolso e bem facinho eles mandarem eu amo comprar na shein,happiness,positive
ainda estou tentando me adaptar com isso pois mtas vezes ja errei tamanho e em questao disso prefiro a loja fisica porem o aplicativo e mto mais barato e n vende so roupa e eu acho que vale a pena,happiness,positive
eu nao acredito nesse app nao tem jeito as ultimas comprar que fiz foram duas blusas banco com preto ate hj nao recebi ficaram presas no aeroporto nao aconselho comprar e preferivel comprar nos apps nacionais que sao garantidos,anger,negative
fui taxada em uma compra que atende todos os requisitos para nao ser realmente voces deveriam averiguar esse problema de importacao e pelo menos avisar ao cliente do que precisa para isso nao acontecer infelizmente vou esperar os produtos chegarem e nao irei fazer mais compras ate nunca mais,anger,negative
estou decepcionada com o app pois comprei outras vezes e sempre recebi no prazo minha ultima compra era pra ter chegado ate dia nao chegou entrei em contato com a transportadora estraviaram meu pedido e ate agora nada foi resolvido ja fiz tudo o que voce me disse mas nao resolvem nada so ficam enrolando,anger,negative
nao recomendo pessima plataforma nao tem suporte devolvi meu pedido dia e ate o momento nao tive meu reembolso as lojas sao uma mentira comprei o produto conforme estava no anuncio e cheio muito grande,anger,negative
