content,spacy_lemma,sentiment_polarity,sentiment_polarity_predict
"Gostei muito do app, fiz compras, chegaram rápido para uma compra internacional, tudo certo e ainda barato! Infelizmente os preços de frete aumentaram tirando todo o propósito da loja, shopee era um lugar onde você comprava de tudo e geralmente coisa pequenas, coisas legais, mas com o preço do frete não vale mais a pena, infelizmente. Agora muitas entregas são feitas com transportadoras e incrivelmente conseguem ser piores do que os correios.","['gostar', 'fiz', 'compra', 'chegar', 'rapir', 'compra', 'internacional', 'ainda', 'barato', 'infelizmente', 'preco', 'frete', 'aumentar', 'tirar', 'proposito', 'loja', 'shopee', 'lugar', 'comprar', 'geralmente', 'coisa', 'pequeno', 'coisa', 'legal', 'preco', 'frete', 'valer', 'pena', 'infelizmente', 'agora', 'entrega', 'fazer', 'transportadora', 'incrivelmente', 'conseguir', 'piores', 'correio']",negative,negative
"Sempre usei o app, e amo. Mas ja faz uns 5 dias que não consigo fazer o check in, sempre que tenho a tela fica branca e não consigo coletar. Isso é péssimo, pq os pontos fazem toda diferença na hora de finalizar uma compra. Ja tentei de tudo, mas não volta ao normal.","['sempre', 'usei', 'amo', 'fazer', 'dia', 'consigo', 'fazer', 'check', 'in', 'sempre', 'tela', 'ficar', 'branco', 'consigo', 'coletar', 'pessimo', 'ponto', 'fazer', 'diferenca', 'hora', 'finalizar', 'compra', 'tentar', 'volta', 'normal']",negative,positive
"O app é bom, mas claro que tem bugs. As vezes quando eu vou postar um vídeo no status, a qualidade fica baixa, ou da algum bug. E quando eu vou conversar com alguém, não aparece as mensagens muito bem, que no caso fica estranho. E vocês poderiam botar banners, iria ficar maneiro. Mas tirando algumas coisas, é realmente bom.","['app', 'bom', 'claro', 'bugs', 'vez', 'postar', 'video', 'qualidade', 'ficar', 'baixo', 'bug', 'conversar', 'aparecer', 'mensagem', 'bem', 'caso', 'ficar', 'estranho', 'poder', 'botar', 'banners', 'ficar', 'maneiro', 'tirar', 'coisa', 'realmente', 'bom']",negative,positive
"Eu gosto muito de utilizar o app. Facilidade, nunca tive problemas graças a oxalá. Porém o único ponto negativo é que mesmo realizando pagamentos certos e adiantandos não tem aumento de limite de cartão de crédito e o empréstimo demora uma eternidade para ser liberado novamente. Poderiam verificar essa parte. Paguei as minhas parcelas do empréstimo todas adiantadas meses atrás e até agora nada de liberar outro. Enfim. Gosto do Nubank.","['gostar', 'utilizar', 'facilidade', 'nunca', 'problema', 'graca', 'oxalo', 'por', 'unico', 'ponto', 'negativo', 'realizar', 'pagamento', 'certos', 'adiantando', 'aumento', 'limite', 'cartao', 'credito', 'emprestimo', 'eternidade', 'liberar', 'novamente', 'poder', 'verificar', 'parte', 'paguei', 'parcela', 'emprestimo', 'adiantar', 'mês', 'atra', 'agora', 'liberar', 'enfim', 'gostar', 'nubankr']",positive,positive
"Muito bom, uso direto, só acho que poderia colocar a versão de ver foto, facilitaria mais as coisas até pq os usuários de tiktok só postam conteúdo em forma de foto aí fica difícil ver, mas fora isso o app é MARAVILHOSO, AMO AMO AMO (prefiro usar ele do que o tiktok normal), e por isso não vou tirar nenhuma estrela pq o tiktok lite é perfeito!","['muito', 'bom', 'uso', 'direto', 'acho', 'poder', 'colocar', 'versao', 'ver', 'foto', 'facilitariar', 'coisa', 'usuario', 'postar', 'conteudo', 'forma', 'foto', 'fica', 'dificil', 'ver', 'app', 'maravilhoso', 'amo', 'amo', 'amo', 'prefiro', 'usar', 'tiktok', 'normal', 'tirar', 'estrela', 'lite', 'perfeito']",negative,negative
"Péssimo demais, horrível depois das atualização ficou impossível mexer, tento entrar várias e várias vezes no dia e sempre sem sucesso, justo na hora que coloco a senha, aí a página não carrega e acaba não entrando no mesmo, de verdade já foi melhor hoje está lamentável essa situação, isso só porque quero ver minha carteira de trabalho, imagina se fosse mais sério, mais enfim não recomendo apesar de termos que usar , para outras funcionalidades mais já aviso e horrível e não compensa","['pessimo', 'demais', 'horrivel', 'atualizacao', 'ficar', 'impossivel', 'mexer', 'tento', 'entrar', 'vario', 'vario', 'vez', 'dia', 'sempre', 'sucesso', 'justo', 'hora', 'coloco', 'senhar', 'ai', 'pagina', 'carregar', 'acabar', 'entrar', 'verdade', 'bom', 'hoje', 'lamentavel', 'situacaar', 'querer', 'ver', 'carteiro', 'trabalho', 'imaginar', 'serio', 'enfim', 'recomendo', 'apesar', 'termos', 'usar', 'funcionalidade', 'aviso', 'horrivel', 'compensar']",negative,negative
"E muito bom ,só não gosto do fato de disponibilizarem algo de forma que pareça já estar disponível e na hora de usar ainda não está .aparece a opção de empréstimo mas.o.mesmo.nao se.encontra disponível .Ou seja e necessário que avaliem ainda .Então não deveria dizer que está disponível.Credjto adicional aparece pra fazer pix e pagar boletos e diz que está disponível .Mas quando vamos usar não podemos usar a opção .Então falta elaborar uma ferramenta melhor pro aplicativo","['bom', 'gosto', 'fato', 'disponibilizar', 'forma', 'pareca', 'disponivel', 'hora', 'usar', 'ainda', 'aparecer', 'opcao', 'emprestimo', 'nao', 'encontrar', 'disponivel', 'necessario', 'avaliem', 'ainda', 'entao', 'dever', 'dizer', 'disponivel', 'credjto', 'adicional', 'aparecer', 'fazer', 'pix', 'pagar', 'boleto', 'dizer', 'disponivel', 'usar', 'poder', 'usar', 'opcao', 'entao', 'falta', 'elaborar', 'ferramenta', 'bom', 'pro', 'aplicativo']",negative,negative
"nos dias atuais,o canva é um tipo de aplicativo impossível na teoria, modelos, ótimo editor, facilidade, praticidade, opções, possibilidades, tudo de graça, mas ele tem Tudo isso e mais, sem cobrar 1 centavo,e não é entupido de anúncios, muito pouco inclusive, massivamente recomendo ele para quem precisa de produtividade em seja lá o que for.","['dia', 'atual', 'tipo', 'aplicativo', 'impossivel', 'teorio', 'modelo', 'otimo', 'editor', 'facilidade', 'praticidade', 'possibilidade', 'gracer', 'cobrar', 'centavo', 'entupido', 'anuncio', 'pouco', 'inclusive', 'massivamente', 'recomendo', 'precisar', 'produtividade']",negative,negative
"Não consigo fazer o reconhecimento facial, tanto CNH quanto dados do TSE estão atualizados. Primeiro a mensagem era de não reconhecimento do rosto, agora o app indica que nenhum rosto foi detectado... Não consegui sanar minhas dúvidas no site, não consegui excluir a conta, não há nenhuma central de ajuda... logo a principal funcionalidade que é assinar documentos digitalmente fica impossibilitada uma vez que o processo é iniciado no site mas a msg com código vai para o app. Três meses tentando!","['nao', 'consigo', 'fazer', 'reconhecimento', 'facial', 'tanto', 'cnh', 'quanto', 'dado', 'tse', 'atualizar', 'primeiro', 'mensagem', 'reconhecimento', 'rosto', 'agora', 'indicar', 'rosto', 'detectar', 'conseguir', 'sanar', 'duvir', 'site', 'conseguir', 'excluir', 'conta', 'central', 'ajudar', 'logo', 'principal', 'funcionalidade', 'assinar', 'documento', 'digitalmente', 'ficar', 'impossibilitado', 'processo', 'iniciar', 'site', 'codigo', 'ir', 'tr', 'mês', 'tentar']",negative,negative
Muito ruim não consigo fazer nada no meu celular pq esse App só tem anúncio e trava o celular não abaixe,"['muito', 'ruim', 'consigo', 'fazer', 'celular', 'anuncio', 'trar', 'celular', 'abaixe']",positive,positive
"A melhor de roupa on-line para compras de roupas femininas, com muitas variedades e estilos sem falar das opções que encontramos também para nós pequenos🤩💜💜💜","['bom', 'roupa', 'on', 'line', 'compra', 'roupa', 'feminino', 'variedade', 'estilo', 'falar', 'opcoes', 'encontrar', 'pequeno', 'rosto', 'olhar', 'maravilhar', 'coracao', 'roxo', 'roxo', 'coracao', 'roxo']",negative,negative
"Interface extremamente difícil para o usuário de dispositivos móveis. Gosto bastante do Canva, mas desenvolver qualquer coisa no aplicativo é extremamente difícil e desgastante.","['interface', 'extremamente', 'dificil', 'usuario', 'dispositivo', 'movel', 'gosto', 'bastante', 'canva', 'desenvolver', 'coisa', 'aplicativo', 'extremamente', 'dificil', 'desgastante']",positive,negative
"Dou apenas uma estrela pelo seguinte motivo: o app é bom, na visão geral, gosto dele, o que me irrita todo dia é essas quedas que ele tem, além de uns bate-papos inexistentes, com notificações que chegam a ser irrelevantes. A entrega do app também é baixa, já que na maioria dos casos, o app não entrega 100% do conteúdo, o que acaba interferindo muito no desempenho da conta.","['dar', 'apenas', 'estrela', 'seguinte', 'motivo', 'app', 'bom', 'geral', 'gosto', 'irritar', 'dia', 'quer', 'aler', 'bate', 'papo', 'inexistente', 'notificacoes', 'chegar', 'irrelevante', 'entrega', 'appr', 'baixo', 'maioria', 'caso', 'appr', 'entregar', 'conteudo', 'acabar', 'interferir', 'desempenho', 'contar']",positive,positive
"Wow esse TIK TOK. É muito fácil de usar e tem muitas opções para fazer vídeos , muito obrigado . Gostei muito deste TIK TOK","['tik', 'tok', 'facil', 'usar', 'opcoes', 'fazer', 'video', 'obrigar', 'gostar', 'tik', 'tok']",negative,negative
"O whatsapp é fácil de usar, mas poderia ter mais funções como: Enviar solicitação para contactar uma pessoa desconhecida, não enviar mensagens com muitos características (trava zap), e também melhorar a qualidade da chamada de vídeo. A qualidade fica ruim mesmo se o celular da outra pessoa estiver com a câmera limpa e o seu também, a qualidade fica em pixel e as vezes a ligação trava e congela a tela, que nem na chamada. O painel some do nada.","['whatsapp', 'facil', 'usar', 'poder', 'ter', 'funcoe', 'enviar', 'solicitacao', 'contactar', 'pessoa', 'desconhecer', 'enviar', 'mensagem', 'caracteristica', 'trar', 'zap', 'melhorar', 'qualidade', 'chamar', 'video', 'qualidade', 'ficar', 'ruim', 'celular', 'pessoa', 'limpa', 'qualidade', 'ficar', 'pixel', 'vez', 'ligacao', 'trar', 'congela', 'telo', 'chamar', 'painel', 'some', 'nada']",negative,positive
"A cada mês querem dificultar a vida do cidadão de bem, não é possível. Início do ano foi um sacrifício conseguir cadastrar e entrar naquele site super instável do ISS pra emitir nota, daí a gente tenta se estabilizar nele, e mudam de novo, e pra dificultar mais ainda, obrigam a gente a baixar esse aplicativo, criar mais senha e mais contas pra ganharem porcentagens em cima da gente. parece que o Brasil quer mesmo incentivar que o cidadão esteja fora da lei mesmo, não é possível!","['mes', 'querer', 'dificultar', 'vida', 'cidadao', 'bem', 'possivel', 'inicio', 'ano', 'sacrificio', 'conseguir', 'cadastrar', 'entrar', 'site', 'super', 'instavel', 'iss', 'emitir', 'nota', 'dai', 'gente', 'tentar', 'estabilizar', 'mudar', 'novo', 'dificultar', 'ainda', 'obrigar', 'gente', 'baixar', 'aplicativo', 'criar', 'ser', 'conta', 'ganhar', 'porcentagem', 'gente', 'parecer', 'querer', 'incentivar', 'cidadao', 'lei', 'possivel']",negative,negative
"O capcut era sim um bom app para editar,mais agora está horrível,pois ele trava,diz q talvez o app pare de funcionar no meu celular,sendo que ele é novo, então minha experiência com ele tá sendo péssima hoje em dia,queria e quero muito que ele volte ao normal, assim como antes!!!","['capcut', 'sim', 'bom', 'app', 'editar', 'agora', 'horrivel', 'trar', 'dizer', 'talvez', 'pare', 'funcionar', 'celular', 'novo', 'entao', 'experiencia', 'pessimo', 'hoje', 'dia', 'querer', 'querer', 'voltar', 'normal', 'assim', 'antes']",positive,positive
O que aconteceu com o Instagram? Já estou a dias com o app travando. O áudio de publicações dos stories dos meus amigos aparece indisponível. O meu tópico de músicas só aparece músicas desconhecidas. Não consigo mais colocar nenhuma música vinculada a foto ou vídeo porque todas as músicas conhecidas estão indisponíveis para mim. Além disso o app deletou todas as minhas conversas. Mesmo atualizando continua o problema.,"['acontecer', 'instagr', 'dia', 'app', 'travar', 'audio', 'publicacoes', 'storie', 'amigo', 'aparecer', 'indisponivel', 'topico', 'musicas', 'aparecer', 'musico', 'desconhecida', 'consigo', 'colocar', 'musica', 'vincular', 'foto', 'video', 'musico', 'conhecer', 'indisponivel', 'aler', 'app', 'deletar', 'conversa', 'mesmo', 'atualizar', 'continuar', 'problema']",positive,negative
"Como a pessoa pode fazer o MEi e se formalizar se nada do governo funciona? Tá difícil viu!!! Não uso Caixa e muito menos os bancões, apenas digital, sou ouro mas é o mesmo que ser lata. Alguém poderia passar o número de telefone ou e-mail de algum suporte? Que via crucis esse aplicativo, nota zero é pouco.","['pessoa', 'poder', 'fazer', 'mei', 'formalizar', 'governo', 'funcionar', 'dificil', 'ver', 'uso', 'caixa', 'bancoes', 'apenas', 'digital', 'ouro', 'lato', 'alguir', 'poder', 'passar', 'numero', 'telefone', 'mail', 'suporte', 'ver', 'crucis', 'aplicativo', 'nota', 'pouco']",negative,negative
"O intuito e proposicao deste aplicativo é muito boa e viria ajudar muito, porém está dificil. Altera demais sua funcionalidade. Uma hora possui meus documentos, noutra já sumiram. Trava demais e não deixa ser acessado. Precisa melhorar a estabilidade e funcionabilidade. TRAVANDO DEMAIS. RARAMENTE CONSIGO ABRIR.","['intuito', 'proposicao', 'aplicativo', 'bom', 'vir', 'ajudar', 'por', 'dificil', 'alterar', 'funcionalidade', 'hora', 'possuir', 'documento', 'sumir', 'trar', 'demais', 'deixar', 'acessar', 'precisar', 'melhorar', 'estabilidade', 'funcionabilidader', 'travar', 'demais', 'raramente', 'consigo', 'abrir']",negative,negative
"gosto muito do app, muito útil. Uma sugestão é a variação de temas, os balões de conversa poderem mudar de cor da nossa preferência, aumenta até mais a vontade de conversar, ou coisa, melhorar a qualidade do envio de qualquer arquivo, foto ou vídeo, pq perde muito a qualidade até nos status","['gostar', 'appr', 'util', 'tema', 'baloes', 'conversa', 'poder', 'mudar', 'cor', 'preferencio', 'aumentar', 'vontade', 'conversar', 'coisa', 'melhorar', 'qualidade', 'envio', 'arquivo', 'foto', 'video', 'perde', 'qualidade', 'status']",negative,negative
"O app é bem bom n tem nada, de deferente ingual o tikitok real. Dou 5 estrela muito bom o tiktok verdadeiro n consigo anaixa o celular. N aceita☹️. Más graças a deus apareceu esse tiktok parabens criado vc é muito bom mas queria fazer uma conta só que n sei fazer conta mas é bem bom más podia vc n fazer que te ve uma conta varia pessoua só vom esse problema msm assim vou da 5 de estrela bem basico muito bom demais espero que fasa mais joguinhos vou ver seus joguinhos vc é bem bom tchau Obj","['app', 'bem', 'bom', 'deferente', 'ingual', 'dou', 'estrela', 'bom', 'tiktok', 'verdadeiro', 'anaixa', 'celular', 'aceita', 'rosto', 'descontente', 'graca', 'aparecer', 'parabem', 'criar', 'vc', 'bom', 'querer', 'fazer', 'conta', 'saber', 'fazer', 'conta', 'bem', 'bom', 'poder', 'fazer', 'conta', 'variar', 'pessoua', 'problema', 'msm', 'assim', 'estrela', 'bem', 'basico', 'bom', 'demais', 'esperar', 'fasa', 'joguinho', 'ver', 'joguinho', 'bem', 'bom', 'tchau']",positive,positive
"Não pude usar efeitos pros para fazer Antes o capcut era o melhor app porque não precisava comprar nada Mas agora que lançou efeitos super legais + não podemos usar nem pra fazer modelos. E tambem tem alguns bugs tipo quando o video tem mais de 17 segundos ele começa a ficar lento e da muitos bugs e depois tem que reiniciar o capcut, e quando reinicia no meio da edit a gente perde o progresso então Eu acho que as unicas coisa que você criador do capcut deveria melhora, tirar os bugs,tirar compra","['pude', 'usar', 'efeito', 'pro', 'fazer', 'antes', 'capcut', 'melhor', 'app', 'precisar', 'comprar', 'agora', 'lancar', 'efeito', 'super', 'legal', 'poder', 'usar', 'fazer', 'modelo', 'tamber', 'bugs', 'tipo', 'video', 'segunr', 'comeca', 'ficar', 'lento', 'bugs', 'reiniciar', 'meio', 'edit', 'gente', 'perder', 'progresso', 'entao', 'achar', 'unico', 'coisa', 'criador', 'dever', 'melhora', 'tirar', 'bugs', 'tirar', 'compra']",negative,negative
"O app era ótimo, mas dps da última atualização não consigo fazer edições, sempre dá bugs ou erros e não resolve. Já tentei fechar e abrir novamente e nada resolve!","['app', 'otimo', 'dps', 'ultimo', 'atualizacao', 'fazer', 'edicoes', 'sempre', 'bugs', 'erro', 'resolver', 'tentar', 'fechar', 'abrir', 'novamente', 'resolver']",negative,negative
"Tiktok! Eu preciso que vocês disponibilizem a opção de velocidade e de ver publicação em fotos no tiktok lite. Sempre que aparece uma sequência de fotos eu não consigo ver e isso. E também tem o fato dos vídeos longos que parecem demorar um século pra acabar. Eu até já baixei o tiktok normal mas o meu celular é muito ruim,tanto que nem entra no aplicativo.  Por favor atualizar o tiktok lite.","['preciso', 'disponibilizir', 'opcao', 'velocidade', 'ver', 'publicacao', 'foto', 'tiktok', 'lite', 'sempre', 'aparecer', 'sequencia', 'foto', 'ver', 'fato', 'video', 'longo', 'parecer', 'demorar', 'seculo', 'acabar', 'baixei', 'normal', 'celular', 'ruim', 'tanto', 'entrar', 'aplicativo', 'favor', 'atualizar', 'lite']",positive,positive
"A princípio, funcionava tudo muito bem. Tem mais ou menos uns 3 meses que não consigo efetuar compra com nenhum cartão de crédito. Porque ele simplesmente não aparece na hora que escolho a forma de pagamento. Entrei em contato através do chat, eles me deram várias orientações, para tentar resolver: apagar cache, atualizar versão, desinstalar e instalar novamente, tentar usar a conta em outro aparelho e outras coisas mais. Simplesmente não consigo e ninguém resolve. Desisto!","['principio', 'funcionar', 'bem', 'ter', 'pouco', 'mês', 'consigo', 'efetuar', 'compra', 'cartao', 'credito', 'simplesmente', 'aparecer', 'hora', 'escolher', 'forma', 'pagamento', 'entrar', 'contato', 'atrave', 'chat', 'dar', 'vario', 'tentar', 'resolver', 'apagar', 'Cache', 'atualizar', 'versao', 'desinstalar', 'instalar', 'novamente', 'tentar', 'usar', 'conta', 'aparelho', 'coisa', 'simplesmente', 'resolver', 'desisto']",positive,positive
"É irritante ficar 3 dias tentando o reconhecimento facial e nada. Quero fazer o MEI, mas dá porque precisa desse bendito reconhecimento facial. E notável nos comentários esse mesmo problema acontece para outros. Resolvam isso, por favor, porque assim o app fica desejar. Novamente tento por outro meio, banco, mas não recebo o código e averiguei se os dados estão corretos e está tudo em seus conformes, porém insiste em ser estressante a não conclusão.","['irritante', 'ficar', 'dia', 'tentar', 'reconhecimento', 'facial', 'nada', 'querer', 'fazer', 'mei', 'precisar', 'bendito', 'reconhecimento', 'facial', 'notavel', 'comentario', 'problema', 'acontecer', 'resolr', 'favor', 'assim', 'ficar', 'desejar', 'novamente', 'tento', 'meio', 'banco', 'receber', 'codigo', 'averiguei', 'dado', 'correto', 'conforme', 'por', 'insistir', 'estressante', 'conclusao']",negative,negative
"Dei uma estrela porque não tem como da zero ! O aplicativo tá uma m3rda💩, não dá de vê as fotos e precisa melhora muita coisa.... Não tou falando de 1 , 2 coisas não!!! O aplicativo em si precisa melhora em tudo !!! Obrigado pela atenção e espero que tenhas atualizações com melhoras !!! Agradeço a equipe 👍","['dar', 'estrela', 'aplicativo', 'coco', 've', 'foto', 'precisar', 'melhora', 'coisa', 'tar', 'falar', 'coisa', 'aplicativo', 'precisar', 'melhorar', 'obrigar', 'atencao', 'esperar', 'tenho', 'melhora', 'agradeco', 'equipe', 'polegar', 'cima']",positive,positive
Me informo muito melhor e antecipado do que jornais... sou livre para expor ideias...e sou um grande admirador da China... tudo que fazem é inteligente e disciplinado.,"['informo', 'bom', 'antecipar', 'jornal', 'livre', 'expor', 'ideia', 'grande', 'admirador', 'China', 'fazer', 'inteligente', 'disciplinar']",negative,negative
"Péssimo app, cheio de coisas que não faz sentido nenhum, difícil de acompanhar a rotar do seu pedido, interface muito ruim, cheio de cores, paracer app para divertir crianças, e o prazo de entrega nunca respeitado, então resumindo 1 estrela 🌟, eu não recomendo a shoppee. Melhor o mercado livre, eu usei há mais de 4 anos até agora nada à reclamar de mercado livre, é 100 vezes melhor que a shoppee.","['pessimo', 'app', 'cheio', 'coisa', 'fazer', 'sentido', 'dificil', 'acompanhar', 'rotar', 'pedir', 'interface', 'ruim', 'cheio', 'cor', 'paracer', 'app', 'divertir', 'crianco', 'prazo', 'entregar', 'nunca', 'respeitar', 'entao', 'resumir', 'Estrela', 'estrela', 'brilhante', 'recomendo', 'shoppee', 'bom', 'mercado', 'livre', 'usei', 'ano', 'agora', 'nada', 'reclamar', 'mercado', 'livre', 'vez', 'bom', 'Shoppee']",negative,negative
"Tenho tido problemas de taxação nas minhas últimas compras internacionais apesar de estarem sempre abaixo dos US$ 50,00. A lei passou a vigorar em agosto deste ano. A Shein não está no Remessa Conforme??? Se sim, teriam que criar um mecanismo dentro do APP para que compras internacionais abaixo desse valor não recebam taxação.","['ter', 'problema', 'taxacao', 'ultim', 'compra', 'internacional', 'apesar', 'sempre', 'abaixo', 'us', 'lei', 'passar', 'vigorar', 'agosto', 'ano', 'shein', 'remessar', 'sim', 'criar', 'mecanismo', 'dentro', 'compra', 'internacional', 'abaixo', 'valor', 'recebam', 'taxacao']",negative,negative
"É bem fácil de comprar, tem muitos cupons de desconto, muita variedade de valores e produtos, as vezes trava se vc parar de navegar. Sugestão: poderia ter uma opção tema escuro, p/ algumas pessoas é desconfortável o branco da tela; Ao usar as moedas de desconto, gostaria que pudesse escolher manualmente um limite de quantas moedas usar na compra!!","['bem', 'facil', 'comprar', 'cupons', 'desconto', 'variedade', 'valor', 'produto', 'vez', 'trar', 'parar', 'navegar', 'sugestao', 'poder', 'opcao', 'tema', 'escuro', 'p', 'pessoa', 'desconfortavel', 'branco', 'usar', 'moeda', 'desconto', 'gostar', 'poder', 'escolher', 'manualmente', 'limite', 'moeda', 'usar', 'compra']",negative,negative
"App excelente!qualidade boa,n trava,e posso dar aula aos meus alunos.tem fotos figuras e MT mais da pra fazer rascunho calcular é perfeito, continuem assim,e tbm atualizem.","['app', 'excelente', 'qualidade', 'bom', 'trar', 'poder', 'dar', 'aula', 'aluno', 'ter', 'foto', 'figura', 'mt', 'fazer', 'rascunho', 'calcular', 'perfeito', 'continuar', 'assim', 'atualizer']",negative,negative
"Eu queria que melhorassem a questão da pesquisa na DM, pra quando querer pesquisar alguma palavra e depois ir pra a conversa que quer, aparecer toda a conversa de cima, pq quando você pesquisa certa palavra, ele só aparece a conversa desse dia que você escreveu essa palavra. E também quando você acha uma foto de um certo dia, ir direto pra essa foto e pra aquela conversa antiga. Ter que ir até lá em cima, passando de mensagem em mensagem até achar o que você quer, demora e é insuportável!","['querer', 'melhorasser', 'questao', 'pesquisa', 'dm', 'querer', 'pesquisar', 'palavra', 'ir', 'conversa', 'querer', 'aparecer', 'conversa', 'pesquisa', 'palavra', 'aparecer', 'conversa', 'dia', 'escrever', 'palavra', 'achar', 'foto', 'certo', 'dia', 'direto', 'foto', 'conversa', 'antigo', 'ir', 'passar', 'mensagem', 'mensagem', 'achar', 'demor', 'insuportavel']",negative,negative
"Esse novo layout pra procurar Gifs e emojis tá ruim. Toda vez que vai subir ou descer pra procurar, tudo some até completar o carregamento de novo. Péssimo, péssimo, péssimo! De resto, continua tudo aparentemente eficiente como sempre.","['novo', 'layout', 'procurar', 'gif', 'emojis', 'ta', 'ruim', 'vez', 'subir', 'descer', 'procurar', 'some', 'completar', 'carregamento', 'novo', 'pessimo', 'pessimo', 'pessimo', 'resto', 'continuar', 'aparentemente', 'eficiente', 'sempre']",negative,negative
"Não gostei dessa atualização do WhatsApp. Agora aparece esse canais. Não consigo mais repostar um status que já estava postado, o status dos meus contatos fica oculto. E não consigo mais ver o meu status de uma só vez como era antes. Voltem ao que era.","['gostar', 'atualizacao', 'whatsapp', 'agora', 'aparecer', 'canal', 'nao', 'consigo', 'repostar', 'status', 'postar', 'status', 'contato', 'ficar', 'oculto', 'Consigo', 'ver', 'vez', 'antes', 'voltar']",negative,positive
Este aplicativo é muito bom,"['aplicativo', 'bom']",positive,positive
"O app é ótimo e amo os seus modelos de edit's, mas o meu único problema é que não aparecem todas a minhas fotos na hora de selecionar elas para editar, gostaria muito que vocês adicionacem uma opção de ir direto na galeria escolher as fotos.","['app', 'otimo', 'amo', 'modelo', 'edit', 'unico', 'problema', 'aparecer', 'foto', 'hora', 'selecionar', 'editar', 'gostaria', 'adicionacer', 'opcao', 'direto', 'galeria', 'escolher', 'foto']",positive,positive
"O número de seguidores está bugado, nao mostra o número correto, as vezes diminui muito, as vezes aumenta, mas nunca mostra o certo, como dá pra ver pelo Business Suite. As dms também estão bugadas, as vezes alguém manda algo e simplesmente não aparece a DM. Esse app já foi melhor","['numero', 'seguidor', 'bugar', 'nao', 'mostrar', 'numero', 'correto', 'vez', 'diminuir', 'vez', 'aumentar', 'nunca', 'mostrar', 'certo', 'ver', 'business', 'suiter', 'dms', 'bugar', 'vez', 'alguir', 'mandar', 'simplesmente', 'aparecer', 'dm', 'app', 'bom']",positive,positive
App vem apresentando travamento na hora de abrir. Fica girando e não abre. Causando muito incômodo. Só consigo resolver reiniciando o celular aí depois abre. Mas logo depois não abre mais havendo necessidade de reiniciar novamente. Por favor resolvam o problema.,"['app', 'vir', 'apresentar', 'travamento', 'hora', 'abrir', 'ficar', 'girar', 'abrir', 'causar', 'incomodo', 'consigo', 'resolver', 'reiniciar', 'celular', 'ai', 'abre', 'logo', 'abrir', 'haver', 'necessidade', 'reiniciar', 'novamente', 'favor', 'resolr', 'problema']",negative,negative
"O app é bom mais de ums dias para cá, vem dando um bug. Eu tento escolher uma música mas diz que não tem resultados, só aparece às músicas que o próprio app indica (são músicas chatas), enfim espero que esse problema seja resolvido, logo","['app', 'bom', 'ums', 'dia', 'ca', 'vir', 'dar', 'bug', 'tentar', 'escolher', 'musica', 'dizer', 'resultado', 'aparecer', 'musicas', 'proprio', 'app', 'indicar', 'musico', 'chato', 'enfim', 'esperar', 'problema', 'resolver', 'logo']",negative,negative
"é um app bom mesmo recomendo, mas o único problema é que não possui um variedade de elementos gráficos e possui a maioria fechado.","['app', 'bom', 'recomendo', 'unico', 'problema', 'possuir', 'variedade', 'elemento', 'grafico', 'possuir', 'maioria', 'fechar']",negative,negative
"já ajudou muita gente a ter produtos de melhor qualidade e com valor acessível no Brasil, mas agora com a taxação isso se tornou inviável. Por favor, coloquem pelo menos uma taxa FIXA para podermos ter noção do que vamos pagar no momento da compra e não depois que já estiver no Brasil.","['ajudar', 'gente', 'ter', 'produto', 'bom', 'qualidade', 'valor', 'acessivel', 'agora', 'taxacao', 'tornar', 'inviavel', 'favor', 'coloquem', 'taxa', 'fixo', 'poder', 'ter', 'nocao', 'pagar', 'momento', 'compra']",negative,negative
"Excelente aplicativo! Apresenta alguns bugs. No mais, possui uma excelente gama de produtos e variação de preços. Os fornecedores em sua maioria são nacionais o que nos confere maior conforto e segurança ao efetuar o pedido ganhando maior velocidade na entrega. Que este app continue crescendo cada vez mais e ajudando muita gente através do custo benefício de seus produtos.","['excelente', 'aplicativo', 'apresentar', 'bugs', 'possuir', 'excelente', 'gama', 'produto', 'variacao', 'preco', 'fornecedor', 'maioria', 'nacional', 'conferir', 'grande', 'conforto', 'seguranca', 'efetuar', 'pedir', 'ganhar', 'grande', 'velocidade', 'entregar', 'app', 'continuar', 'crescer', 'vez', 'ajudar', 'gente', 'atraves', 'custo', 'produto']",positive,negative
"De alguns dias pra cá não dá mais pra editar vídeo longo, só consigo abrir vídeos na tela de edição no máximo de 15 minutos, quando eu clico no vídeo que quero editar, o aplicativo buga e volta pra tela inicial com uma mensagem dizendo que o vídeo é grande, infelizmente vou ter que desinstalar 😢 Com certeza se arrumar o problema eu edito a avaliação.","['dia', 'editar', 'video', 'longo', 'consigo', 'abrir', 'video', 'telo', 'Edicao', 'maximo', 'minuto', 'clico', 'video', 'querer', 'editar', 'aplicativo', 'bugo', 'volta', 'tela', 'inicial', 'mensagem', 'dizer', 'video', 'grande', 'infelizmente', 'ter', 'desinstalar', 'rosto', 'chorar', 'certeza', 'arrumar', 'problema', 'edito', 'avaliacao']",positive,positive
